Company,Pay Period End,Tracking #,Address,City,State,Zip Code,FedEx URL,
1,11/4/2022,390074768552,2110 W Walnut St,Rogers,AR,72756,https://www.fedex.com/apps/fedextrack/?tracknumbers=390074768552,
2,11/4/2022,390074778656,161 N Walmart Dr,Harrison,AR,72601,https://www.fedex.com/apps/fedextrack/?tracknumbers=390074778656,
3,11/4/2022,390074782155,30983 Highway 441 S,Commerce,GA,30529,https://www.fedex.com/apps/fedextrack/?tracknumbers=390074782155,
4,11/4/2022,390074783725,2901 Highway 412 E,Siloam Springs,AR,72761,https://www.fedex.com/apps/fedextrack/?tracknumbers=390074783725,
5,11/4/2022,390074786253,1155 Hwy 65 North,Conway,AR,72032,https://www.fedex.com/apps/fedextrack/?tracknumbers=390074786253,
7,11/4/2022,390074787904,9053 Highway 107,Sherwood,AR,72120,https://www.fedex.com/apps/fedextrack/?tracknumbers=390074787904,
8,11/4/2022,390074789995,1621 North Business 9,Morrilton,AR,72110,https://www.fedex.com/apps/fedextrack/?tracknumbers=390074789995,
9,11/4/2022,390074793440,1303 S Main St,Sikeston,MO,63801,https://www.fedex.com/apps/fedextrack/?tracknumbers=390074793440,
10,11/4/2022,390074795887,2020 S Muskogee Ave,Tahlequah,OK,74464,https://www.fedex.com/apps/fedextrack/?tracknumbers=390074795887,
11,11/4/2022,390074797445,65 Wal Mart Dr,Mountain Home,AR,72653,https://www.fedex.com/apps/fedextrack/?tracknumbers=390074797445,
12,11/4/2022,390074798555,1500 S Lynn Riggs Blvd,Claremore,OK,74017,https://www.fedex.com/apps/fedextrack/?tracknumbers=390074798555,
13,11/4/2022,390074800272,2705 Grand Ave,Carthage,MO,64836,https://www.fedex.com/apps/fedextrack/?tracknumbers=390074800272,
14,11/4/2022,390074802470,1800 S Jefferson Ave,Lebanon,MO,65536,https://www.fedex.com/apps/fedextrack/?tracknumbers=390074802470,
15,11/4/2022,390074803514,1310 Preacher Roe Blvd,West Plains,MO,65775,https://www.fedex.com/apps/fedextrack/?tracknumbers=390074803514,
16,11/4/2022,390074805300,2214 Fayetteville Rd,Van Buren,AR,72956,https://www.fedex.com/apps/fedextrack/?tracknumbers=390074805300,
17,11/4/2022,390074806362,3200 Lusk Dr,Neosho,MO,64850,https://www.fedex.com/apps/fedextrack/?tracknumbers=390074806362,
18,11/4/2022,390074808159,1211 Highway 367 N,Newport,AR,72112,https://www.fedex.com/apps/fedextrack/?tracknumbers=390074808159,
19,11/4/2022,390074809372,333 S Westwood Blvd,Poplar Bluff,MO,63901,https://www.fedex.com/apps/fedextrack/?tracknumbers=390074809372,
20,11/4/2022,390074811100,1712 E Ohio St,Clinton,MO,64735,https://www.fedex.com/apps/fedextrack/?tracknumbers=390074811100,
21,11/4/2022,390074813490,185 Saint Robert Blvd,Saint Robert,MO,65584,https://www.fedex.com/apps/fedextrack/?tracknumbers=390074813490,
22,11/4/2022,390074810126,4901 S Mill St,Pryor,OK,74361,https://www.fedex.com/apps/fedextrack/?tracknumbers=390074810126,
23,11/4/2022,390074816319,1201 N Service Rd E,Ruston,LA,71270,https://www.fedex.com/apps/fedextrack/?tracknumbers=390074816319,
24,11/4/2022,390074818951,2000 John Harden Dr,Jacksonville,AR,72076,https://www.fedex.com/apps/fedextrack/?tracknumbers=390074818951,
25,11/4/2022,390074819822,4820 S Clark St,Mexico,MO,65265,https://www.fedex.com/apps/fedextrack/?tracknumbers=390074819822,
