Company,Pay Period End,Tracking #,Address,City,State,Zip Code,FedEx URL,
1298,1/24/2025,284624050990,2025 N Marine Blvd,Jacksonville,NC,28546,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624050990,
1424,1/24/2025,284624051070,671 Southpark Blvd,Colonial Heights,VA,23834,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624051070,
328,1/24/2025,284624051091,961 N Market St,Waterloo,IL,62298,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624051091,
2271,1/24/2025,284624052135,1244 East Green Bay,Shawano,WI,54166,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624052135,
974,1/24/2025,284624050923,845 Palm Bay Rd Ne,West Melbourne,FL,32904,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624050923,
1800,1/24/2025,284624052282,1801 Marketplace Dr,Garland,TX,75041,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624052282,
457,1/24/2025,284624050485,1360 North Main,Vidor,TX,77662,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624050485,
2348,1/24/2025,284624051665,1231 Folly Rd,Charleston,SC,29412,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624051665,
717,1/24/2025,284624051676,6364 Lake Worth Blvd,Lake Worth,TX,76135,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624051676,
1487,1/24/2025,284624052797,5780 Franklin St,Michigan City,IN,46360,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624052797,
2437,1/24/2025,284624051985,700 James Madison Hwy,Warrenton,VA,20186,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624051985,
909,1/24/2025,284624052293,8101 W Judge Perez Dr,Chalmette,LA,70043,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624052293,
782,1/24/2025,284624051724,3100 E Main St,Uvalde,TX,78801,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624051724,
262,1/24/2025,284624052076,919 Giacone Dr,Benton,IL,62812,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624052076,
1866,1/24/2025,284624052000,615 Wilton Rd,Farmington,ME,04938,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624052000,
1167,1/24/2025,284624051378,3500 Brumback Blvd,Kenosha,WI,53144,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624051378,
1230,1/24/2025,284624053727,5401 S White Mountain Rd,Show Low,AZ,85901,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624053727,
846,1/24/2025,284624052617,1915 W. State Hwy. 71,La Grange,TX,78945,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624052617,
1674,1/24/2025,284624052087,17850 Garland Groh Blvd,Hagerstown,MD,21740,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624052087,
2512,1/24/2025,284624051390,1825 W Bell Rd,Phoenix,AZ,85023,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624051390,
128,1/24/2025,284624052683,1911 W Parker Rd,Jonesboro,AR,72404,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624052683,
1038,1/24/2025,284624050121,2103 State St N,Waseca,MN,56093,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624050121,
2582,1/24/2025,284624053304,Route 513 And I-78,Clinton,NJ,08809,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624053304,
1928,1/24/2025,284624051860,4313 Corunna Rd,Flint,MI,48532,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624051860,
652,1/24/2025,284624051687,3101 E Kansas Ave,Garden City,KS,67846,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624051687,
2197,1/24/2025,284624050934,2016 Millennium Blvd,Cortland,OH,44410,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624050934,
1738,1/24/2025,284624051507,1300 Highway 15 S,Hutchinson,MN,55350,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624051507,
1549,1/24/2025,284624050018,2020 N 75Th Ave,Phoenix,AZ,85035,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624050018,
65,1/24/2025,284624051106,350 Park Ridge Rd,Sullivan,MO,63080,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624051106,
524,1/24/2025,284624052731,200 Business Park Blvd,Kenedy,TX,78119,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624052731,
195,1/24/2025,284624051036,2203 Patsy Ln,Excelsior Springs,MO,64024,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624051036,
1991,1/24/2025,284624051702,3313 W State Rd 45,Bloomington,IN,47403,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624051702,
2125,1/24/2025,284624052981,7455 W Colfax Ave,Lakewood,CO,80214,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624052981,
1612,1/24/2025,284624051404,1650 W Valencia Rd,Tucson,AZ,85746,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624051404,
1103,1/24/2025,284624052525,3450 Fm 1960 Rd W,Houston,TX,77068,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624052525,
393,1/24/2025,284624051530,2171 S Highland Ave,Jackson,TN,38301,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624051530,
1,1/24/2025,284624052694,2110 W Walnut St,Rogers,AR,72756,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624052694,
588,1/24/2025,284624052102,2825 Ledo Rd,Albany,GA,31707,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624052102,
2059,1/24/2025,284624053017,2200 Greengate Centre Cir,Greensburg,PA,15601,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624053017,
1361,1/24/2025,284624050511,3400 Singing Hills Blvd,Sioux City,IA,51106,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624050511,
1299,1/24/2025,284624052710,2003 E Rodeo Dr,Cottonwood,AZ,86326,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624052710,
1425,1/24/2025,284624054105,402 W Plaza Dr,Columbia City,IN,46725,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624054105,
458,1/24/2025,284624056369,2501 W Wheeler Ave,Aransas Pass,TX,78336,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624056369,
2350,1/24/2025,284624052948,485 Airport Hwy,Wauseon,OH,43567,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624052948,
1039,1/24/2025,284624053613,2241 Rockford St,Mount Airy,NC,27030,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624053613,
718,1/24/2025,284624053521,2120 Us Highway 92 W,Auburndale,FL,33823,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624053521,
66,1/24/2025,284624055708,230 Market St.,Clarksville,AR,72830,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624055708,
975,1/24/2025,284624054447,3712 W Main St,Durant,OK,74701,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624054447,
329,1/24/2025,284624051930,5560 Mcclellan Blvd,Anniston,AL,36206,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624051930,
1801,1/24/2025,284624053267,4801 S Cooper St,Arlington,TX,76017,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624053267,
2,1/24/2025,284624056303,161 N Walmart Dr,Harrison,AR,72601,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624056303,
129,1/24/2025,284624057067,1715 N Commerce St,Ardmore,OK,73401,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624057067,
2198,1/24/2025,284624053495,700 American Blvd E,Bloomington,MN,55420,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624053495,
1168,1/24/2025,284624053977,1001 Highway 98 Byp,Columbia,MS,39429,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624053977,
2438,1/24/2025,284624054469,217 Garrisonville Rd,Stafford,VA,22554,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624054469,
1929,1/24/2025,284624052661,1308 Highway 33 S,Cloquet,MN,55720,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624052661,
1739,1/24/2025,284624054241,30 Trinity Point Dr,Washington,PA,15301,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624054241,
1362,1/24/2025,284624055010,15017 Emerald Coast Pkwy,Destin,FL,32541,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624055010,
2513,1/24/2025,284624054984,270 Walmart Way,Dahlonega,GA,30533,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624054984,
1550,1/24/2025,284624054804,900 N Main St,Gunnison,CO,81230,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624054804,
2126,1/24/2025,284624057891,95-550 Lanikuhana Ave,Mililani,HI,96789,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624057891,
196,1/24/2025,284624056038,1450 E Main St,Carbondale,IL,62901,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624056038,
653,1/24/2025,284624053348,300 Clinic Dr,Hopkinsville,KY,42240,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624053348,
1488,1/24/2025,284624055421,7001 Concourse Pkwy,Douglasville,GA,30134,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624055421,
1867,1/24/2025,284624055215,280 Woodward Rd,Westminster,MD,21157,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624055215,
1992,1/24/2025,284624056130,1540 W Foothill Blvd,Upland,CA,91786,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624056130,
394,1/24/2025,284624058339,15445 Al Highway 24,Moulton,AL,35650,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624058339,
1613,1/24/2025,284624056520,2628 S Main St,High Point,NC,27263,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624056520,
910,1/24/2025,284624054789,201 S Edwards Blvd,Lake Geneva,WI,53147,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624054789,
264,1/24/2025,284624054664,175 Beasley Dr,Dickson,TN,37055,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624054664,
1104,1/24/2025,284624056071,2461 E Gulf To Lake Hwy,Inverness,FL,34453,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624056071,
847,1/24/2025,284624052867,601 E Leffler St,Dodgeville,WI,53533,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624052867,
1675,1/24/2025,284624059254,2136 Campbellsville Rd,Lebanon,KY,40033,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624059254,
783,1/24/2025,284624056634,705 E Briggs Dr,Macon,MO,63552,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624056634,
589,1/24/2025,284624055693,11901 Standiford Plaza Dr,Louisville,KY,40229,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624055693,
2061,1/24/2025,284624056645,412 Oaks Xing,Plainwell,MI,49080,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624056645,
1300,1/24/2025,284624056082,3105 Dr M L King Jr Blvd,New Bern,NC,28562,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624056082,
1040,1/24/2025,284624055465,15955 Fm 529 Rd,Houston,TX,77095,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624055465,
719,1/24/2025,284624059232,820 Eastern Byp,Richmond,KY,40475,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624059232,
1231,1/24/2025,284624053370,9901 Grant St,Thornton,CO,80229,https://www.fedex.com/apps/fedextrack/?tracknumbers=284624053370,
