Region,Store # ,First Carrier Assigned,Fulfillment Type,Weeks on DPI, Status, Trend,Directional Focus,Max_WM_WK_ID,OTD* %,OTP* %,Dwell Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
76,5129,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202321,87.20%,99.60%,9.1,88.40%,83.90%,86.80%,89.70%
76,5968,ROADIE,Scheduled Standard Delivery,14,Executive Review,Degrading,Driver Supply Focus,202321,60.70%,92.80%,7.7,55.60%,45.70%,63.50%,70.50%
76,2564,SPARK,Scheduled Standard Delivery,8,Active Monitoring,Recovering,Driver Supply Focus,202321,93.00%,97.20%,5.7,94.20%,97.30%,87.00%,94.40%
76,3573,POINTPICKUP,Scheduled Standard Delivery,7,Active Monitoring,Recovering,Driver Supply Focus,202321,92.60%,94.60%,5.4,100.00%,100.00%,100.00%,71.40%
76,2083,SPARK,Scheduled Standard Delivery,22,Executive Review,Recovering,Driver Supply Focus,202321,89.70%,90.90%,6.4,91.00%,88.90%,88.80%,89.70%
76,2833,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Degrading,Driver Supply Focus,202321,66.70%,98.20%,4.4,64.20%,73.80%,59.50%,72.70%
17,2898,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202321,87.10%,94.50%,5.1,86.20%,87.50%,89.70%,85.10%
22,5891,ROADIE,Scheduled Express Delivery ,11,At Risk,Recovering,Driver Supply Focus,202321,93.50%,93.60%,7.4,92.00%,97.30%,82.60%,100.00%
22,2167,UBER,Scheduled Express Delivery ,2,Active Monitoring,Recovering,Driver Supply Focus,202321,50.00%,93.10%,3.8,100.00%,33.30%,25.00%,16.70%
22,3252,SPARK,Scheduled Standard Delivery,19,Executive Review,Recovering,Driver Supply Focus,202321,86.60%,98.20%,8.2,95.60%,86.10%,80.40%,85.10%
17,2286,POINTPICKUP,Scheduled Standard Delivery,22,Executive Review,Degrading,Driver Supply Focus,202321,86.90%,93.70%,9.7,89.70%,82.90%,89.20%,85.80%
17,2906,SPARK,Scheduled Standard Delivery,7,At Risk,Degrading,Driver Supply Focus,202321,89.20%,98.90%,6.9,89.20%,83.80%,93.50%,89.60%
17,5202,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Recovering,Driver Supply Focus,202321,94.40%,97.70%,8,95.30%,95.60%,98.40%,88.00%
17,3420,SPARK,Scheduled Standard Delivery,21,Executive Review,Recovering,Driver Supply Focus,202321,90.70%,97.80%,8.7,95.60%,89.90%,90.70%,86.80%
17,5447,ROADIE,Scheduled Standard Delivery,11,Executive Review,Recovering,Driver Supply Focus,202321,88.60%,95.70%,9.8,90.40%,92.70%,82.20%,89.00%
17,5447,SPARK,Scheduled Standard Delivery,17,Executive Review,Recovering,Driver Supply Focus,202321,91.70%,95.40%,9.2,94.70%,92.40%,88.00%,91.80%
17,5867,ROADIE,Scheduled Standard Delivery,17,Executive Review,Degrading,Driver Supply Focus,202321,84.70%,99.20%,10,83.40%,81.30%,85.40%,89.20%
17,5867,SPARK,Scheduled Standard Delivery,22,Executive Review,Recovering,Driver Supply Focus,202321,89.10%,98.50%,9.3,92.80%,89.10%,86.10%,88.10%
22,3830,POINTPICKUP,Scheduled Standard Delivery,13,At Risk,-,Driver Supply Focus,202321,50.00%,100.00%,9.2,,,100.00%,0.00%
22,5414,POINTPICKUP,Scheduled Standard Delivery,10,At Risk,Degrading,Driver Supply Focus,202321,92.30%,100.00%,5.3,50.00%,100.00%,100.00%,
22,2481,POINTPICKUP,Scheduled Standard Delivery,9,At Risk,Recovering,Driver Supply Focus,202321,89.20%,92.10%,7.9,91.30%,83.20%,92.50%,91.50%
22,5200,SPARK,Scheduled Standard Delivery,7,At Risk,Recovering,Driver Supply Focus,202321,87.50%,90.30%,7.4,91.70%,88.60%,80.80%,88.80%
22,5384,ROADIE,Scheduled Standard Delivery,6,At Risk,-,Driver Supply Focus,202321,60.00%,100.00%,5.8,,0.00%,,75.00%
22,5384,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202321,86.90%,99.80%,7,89.10%,86.60%,84.70%,87.60%
22,3843,POINTPICKUP,Scheduled Standard Delivery,7,At Risk,-,Driver Supply Focus,202321,69.20%,100.00%,4.2,,50.00%,66.70%,100.00%
22,5047,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202321,88.30%,95.90%,6.9,96.70%,81.90%,87.40%,88.50%
75,5344,SPARK,Scheduled Standard Delivery,22,Executive Review,Degrading,Driver Supply Focus,202321,84.00%,88.10%,9.5,87.10%,81.70%,86.30%,80.60%
75,3481,SPARK,Scheduled Express Delivery ,2,Active Monitoring,Recovering,Driver Supply Focus,202321,64.90%,100.00%,4.1,100.00%,33.30%,71.40%,50.00%
75,1759,ROADIE,Scheduled Standard Delivery,16,Executive Review,Recovering,Driver Supply Focus,202321,88.10%,98.30%,9.5,90.60%,81.50%,89.20%,90.90%
75,5253,ROADIE,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202321,80.30%,93.50%,9.7,77.80%,81.80%,81.80%,78.90%
75,5488,ROADIE,Scheduled Standard Delivery,10,At Risk,Degrading,Driver Supply Focus,202321,88.40%,91.80%,9.8,87.70%,89.80%,86.40%,90.40%
75,2808,POINTPICKUP,Scheduled Standard Delivery,19,Executive Review,-,Driver Supply Focus,202321,90.00%,100.00%,7,,,100.00%,66.70%
75,2136,POINTPICKUP,Scheduled Standard Delivery,17,Executive Review,Recovering,Driver Supply Focus,202321,93.00%,98.90%,8.1,93.60%,98.10%,92.50%,87.30%
59,3885,SPARK,Scheduled Standard Delivery,21,Executive Review,Recovering,Driver Supply Focus,202321,89.50%,93.90%,6.7,93.70%,96.20%,81.10%,88.20%
75,1716,SPARK,Scheduled Standard Delivery,5,At Risk,Degrading,Driver Supply Focus,202321,85.80%,98.30%,7.5,88.10%,86.90%,80.00%,88.10%
4,606,SPARK,Scheduled Standard Delivery,17,Executive Review,Recovering,Driver Supply Focus,202321,93.30%,94.10%,5.5,97.90%,92.80%,86.10%,96.80%
4,2832,SPARK,Scheduled Standard Delivery,14,Executive Review,Recovering,Driver Supply Focus,202321,91.40%,88.60%,9.2,93.00%,91.60%,89.50%,91.20%
4,1795,SPARK,Scheduled Standard Delivery,18,Executive Review,Degrading,Driver Supply Focus,202321,74.60%,98.00%,6.7,80.00%,78.80%,57.40%,84.60%
5,5359,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202321,92.10%,89.00%,11.5,88.80%,94.30%,95.90%,89.60%
5,2649,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202321,89.70%,80.70%,15.9,88.50%,92.30%,86.60%,91.30%
5,1117,,Scheduled Delivery Standard,4,Active Monitoring,Recovering,Store Focus,202321,93.80%,90.90%,10.7,96.90%,95.30%,93.90%,89.90%
5,3406,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202321,86.90%,89.60%,11.4,87.60%,89.00%,82.40%,88.50%
5,6300,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202321,80.40%,81.90%,14.9,70.30%,85.30%,92.20%,72.50%
7,781,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202321,84.80%,78.90%,8.5,86.10%,71.70%,92.90%,88.80%
44,1626,,Scheduled Delivery Standard,6,Active Monitoring,Recovering,Store Focus,202321,89.60%,88.00%,13.3,92.20%,84.70%,90.90%,89.90%
13,489,,Scheduled Delivery Standard,18,Executive Review,Recovering,Store Focus,202321,91.90%,90.30%,14.2,90.80%,92.40%,88.30%,96.30%
13,541,,Scheduled Delivery Standard,18,Executive Review,Recovering,Store Focus,202321,88.80%,89.30%,13,91.60%,,94.10%,85.20%
13,989,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202321,85.80%,85.70%,15.9,89.50%,92.60%,71.60%,87.70%
13,1353,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202321,90.60%,94.10%,14.4,90.50%,92.60%,85.60%,93.60%
13,4129,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202321,88.90%,80.90%,15.4,89.80%,91.10%,85.40%,89.70%
13,1206,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202321,88.00%,83.80%,16.7,84.50%,87.70%,90.30%,89.80%
13,1136,,Scheduled Delivery Standard,18,Executive Review,Recovering,Store Focus,202321,92.60%,96.70%,10.4,92.60%,89.70%,94.20%,94.20%
13,4295,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202321,90.10%,87.30%,10.2,87.10%,87.90%,91.30%,94.30%
13,1025,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202321,84.30%,88.40%,15.5,86.30%,76.20%,87.40%,88.10%
13,1346,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202321,84.40%,72.40%,17,77.40%,85.80%,88.10%,86.90%
64,4659,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202321,89.10%,85.60%,12.7,85.10%,96.70%,85.10%,89.40%
6,3298,,Scheduled Delivery Standard,9,At Risk,Recovering,Store Focus,202321,87.60%,86.70%,12.8,90.20%,80.40%,89.70%,89.70%
6,504,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202321,86.60%,88.20%,12.3,83.00%,86.60%,88.40%,88.50%
46,5190,,Scheduled Delivery Standard,9,Executive Review,Recovering,Store Focus,202321,90.30%,95.30%,10.2,91.00%,89.80%,88.90%,91.60%
46,5768,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202321,83.50%,91.10%,11.4,89.00%,85.60%,70.90%,87.40%
46,2656,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202321,89.00%,79.90%,11.1,93.50%,86.30%,92.90%,83.50%
41,5417,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202321,78.30%,79.80%,25.4,71.00%,74.90%,80.70%,87.60%
41,1459,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202321,89.10%,73.40%,14,96.40%,86.00%,87.20%,87.80%
41,1580,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202321,85.40%,73.50%,20.2,82.30%,78.10%,89.60%,91.50%
41,5443,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202321,88.40%,78.50%,16.5,84.80%,86.60%,89.50%,92.70%
41,655,,Scheduled Delivery Standard,16,Executive Review,Recovering,Store Focus,202321,93.20%,92.90%,11,92.80%,88.00%,95.10%,96.40%
41,729,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202321,86.80%,95.80%,10.4,88.80%,89.80%,81.70%,87.30%
41,1518,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202321,80.50%,79.10%,17.3,77.20%,72.60%,85.50%,86.90%
59,5804,,Scheduled Delivery Standard,21,Executive Review,Degrading,Store Focus,202321,86.80%,77.50%,14.9,88.30%,87.40%,80.80%,90.50%
59,6390,,Scheduled Delivery Standard,15,At Risk,-,Store Focus,202321,81.80%,66.70%,9.6,,,,81.80%
41,870,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202321,81.70%,75.30%,14.5,82.40%,82.10%,89.80%,72.70%
19,3476,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202321,89.10%,85.30%,14,84.40%,87.50%,91.50%,93.90%
19,4383,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202321,68.50%,76.00%,25.5,65.50%,69.90%,55.40%,83.00%
19,1923,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202321,79.80%,79.40%,10.7,81.20%,79.20%,71.80%,87.20%
19,3453,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202321,83.60%,81.90%,10.5,84.70%,77.30%,84.20%,89.00%
19,5386,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202321,87.50%,89.30%,10.1,80.60%,91.00%,91.90%,85.80%
19,5280,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202321,86.10%,66.70%,12.5,88.20%,86.70%,86.10%,83.20%
19,2080,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202321,85.30%,89.30%,14.1,89.30%,89.30%,75.70%,87.00%
19,5472,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202321,91.00%,97.70%,10.7,89.10%,88.50%,93.90%,92.70%
19,2618,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202321,87.00%,89.50%,10.6,83.80%,87.50%,91.10%,85.50%
19,5893,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202321,88.20%,91.50%,10.9,86.90%,89.10%,93.60%,83.10%
19,1432,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202321,87.00%,90.80%,13.8,88.40%,89.90%,81.70%,87.60%
19,2559,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202321,88.20%,91.20%,11.8,85.00%,86.10%,89.80%,92.30%
19,5844,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202321,81.10%,80.90%,19.3,84.40%,73.00%,79.60%,88.70%
19,1487,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202321,82.10%,93.00%,16.5,85.10%,83.50%,73.80%,89.70%
19,1618,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202321,74.20%,72.00%,19.6,68.40%,65.90%,78.50%,83.10%
19,2276,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202321,85.30%,78.00%,9.2,82.80%,87.40%,83.70%,87.20%
19,2544,,Scheduled Delivery Standard,19,Executive Review,Recovering,Store Focus,202321,83.20%,81.60%,21.3,93.70%,82.30%,67.70%,88.90%
19,2817,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202321,84.90%,80.30%,15.1,87.20%,82.10%,83.00%,87.90%
19,2818,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202321,82.10%,85.00%,14.8,83.10%,81.80%,80.20%,83.20%
19,4631,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202321,81.00%,79.30%,17,86.90%,72.20%,78.70%,86.50%
25,852,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202321,87.50%,96.10%,10.7,89.20%,88.30%,83.60%,89.30%
25,786,,Scheduled Delivery Standard,22,Executive Review,Recovering,Store Focus,202321,87.70%,81.80%,12.8,92.70%,82.00%,88.60%,88.10%
25,1814,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202321,90.50%,96.30%,12.4,93.20%,89.80%,89.70%,89.20%
25,1497,,Scheduled Delivery Standard,9,Executive Review,Recovering,Store Focus,202321,80.30%,81.10%,15,90.60%,76.10%,64.20%,89.10%
25,5965,,Scheduled Delivery Standard,19,Executive Review,Recovering,Store Focus,202321,79.00%,86.20%,14.3,92.50%,81.00%,51.60%,86.20%
25,1998,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202321,85.90%,95.50%,12.2,86.80%,82.50%,87.00%,86.70%
25,5402,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202321,79.50%,87.20%,17.4,87.50%,73.60%,73.80%,82.40%
25,5617,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202321,82.20%,89.00%,15.7,83.00%,82.50%,77.50%,85.80%
25,5485,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202321,84.20%,90.40%,20,84.40%,84.10%,80.60%,87.80%
25,1602,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202321,68.70%,64.60%,16.5,80.40%,61.10%,47.40%,83.50%
25,2728,,Scheduled Delivery Standard,14,Executive Review,Recovering,Store Focus,202321,80.10%,69.30%,14.5,91.50%,82.60%,57.30%,90.20%
25,3210,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202321,91.10%,90.00%,12,89.90%,93.00%,86.70%,95.60%
25,3602,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202321,88.50%,79.80%,16.2,96.50%,95.10%,79.90%,82.50%
25,1028,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202321,84.50%,87.60%,11.1,89.50%,83.90%,78.00%,85.80%
25,3460,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202321,84.00%,86.10%,10.8,90.70%,87.00%,76.30%,80.70%
59,3110,,Scheduled Delivery Standard,22,Executive Review,Recovering,Store Focus,202321,66.40%,78.70%,25.3,90.70%,58.90%,37.50%,83.50%
20,2211,,Scheduled Delivery Standard,15,Executive Review,Recovering,Store Focus,202321,82.70%,78.70%,15.9,92.70%,83.00%,65.30%,91.10%
20,2362,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202321,67.00%,67.20%,26,70.20%,68.80%,66.70%,62.20%
20,1770,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202321,89.30%,88.90%,13.7,81.90%,91.00%,89.10%,93.40%
20,1883,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202321,88.90%,95.70%,10.4,96.40%,89.80%,80.50%,89.70%
20,2588,,Scheduled Delivery Standard,19,Executive Review,Recovering,Store Focus,202321,84.60%,88.10%,13.6,92.40%,75.70%,80.90%,90.50%
40,4381,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202321,76.60%,74.20%,21.3,77.90%,75.90%,73.70%,78.60%
40,815,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202321,88.80%,90.90%,10.9,83.30%,89.10%,95.30%,87.10%
40,1188,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202321,88.90%,88.80%,17,83.60%,92.70%,92.00%,88.30%
40,2213,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202321,74.70%,67.10%,22.8,61.50%,63.70%,83.40%,83.40%
40,2694,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202321,78.80%,90.40%,14.9,85.10%,82.50%,75.90%,70.40%
40,3061,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202321,78.30%,73.00%,21.7,80.90%,72.10%,83.10%,77.00%
40,5150,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202321,85.80%,91.50%,11.5,89.40%,85.10%,81.90%,85.90%
40,560,,Scheduled Delivery Standard,4,At Risk,Degrading,Store Focus,202321,87.40%,84.50%,10.7,87.20%,89.40%,86.10%,86.70%
40,1120,,Scheduled Delivery Standard,9,At Risk,Recovering,Store Focus,202321,90.90%,92.20%,12.8,91.50%,89.60%,91.90%,90.60%
40,1094,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202321,84.90%,77.00%,15.7,69.40%,91.40%,92.40%,86.90%
40,2490,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202321,87.80%,85.00%,10.8,89.30%,86.60%,87.40%,88.00%
59,6172,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202321,88.30%,87.50%,12.8,90.70%,91.40%,81.30%,91.10%
53,5127,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202321,81.20%,72.70%,11.7,82.10%,75.20%,81.60%,87.10%
53,2335,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202321,86.00%,79.60%,11.1,89.60%,92.80%,77.80%,82.00%
53,2452,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202321,72.10%,72.20%,21.1,74.50%,68.10%,60.00%,84.80%
21,2726,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202321,85.10%,71.30%,16.8,84.80%,83.50%,87.80%,84.20%
21,3502,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202321,83.40%,79.30%,16.2,85.00%,84.90%,81.60%,82.10%
21,5104,,Scheduled Delivery Standard,4,Active Monitoring,Degrading,Store Focus,202321,86.50%,85.60%,16.8,89.70%,76.20%,90.40%,89.20%
21,2447,,Scheduled Delivery Express,1,Active Monitoring,Degrading,Store Focus,202321,81.20%,99.70%,14.2,76.60%,83.00%,81.40%,83.20%
21,1665,,Scheduled Delivery Standard,22,Executive Review,Recovering,Store Focus,202321,89.20%,86.90%,15.4,93.10%,81.90%,93.00%,88.60%
21,1728,,Scheduled Delivery Standard,9,Executive Review,Degrading,Store Focus,202321,84.80%,78.20%,20.6,86.80%,82.60%,85.20%,84.60%
14,904,,Scheduled Delivery Standard,3,Active Monitoring,Degrading,Store Focus,202321,77.60%,71.70%,13.8,66.80%,70.60%,85.20%,85.40%
14,934,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202321,83.50%,84.00%,17.1,71.00%,79.50%,93.50%,91.00%
14,2748,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202321,73.00%,83.10%,20.1,75.40%,44.20%,80.30%,76.90%
14,1158,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202321,85.60%,78.20%,17.7,65.10%,89.60%,91.00%,94.20%
14,1711,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202321,86.30%,90.30%,15.4,74.90%,90.20%,88.70%,93.10%
14,301,,Scheduled Delivery Standard,5,Active Monitoring,Recovering,Store Focus,202321,89.10%,87.30%,17.1,90.10%,82.10%,89.80%,94.80%
14,2713,,Scheduled Delivery Standard,16,Executive Review,Degrading,Store Focus,202321,90.60%,93.60%,12.6,86.00%,90.30%,94.30%,91.90%
14,5348,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202321,92.60%,94.30%,13.8,89.70%,87.60%,96.90%,96.70%
14,356,,Scheduled Delivery Standard,17,Executive Review,Degrading,Store Focus,202321,86.60%,77.80%,12.8,88.10%,79.00%,90.20%,89.60%
14,1229,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202321,87.50%,83.10%,18.6,76.10%,87.90%,91.20%,93.90%
14,1481,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202321,82.80%,84.50%,20,57.30%,86.70%,93.80%,90.10%
14,4497,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202321,83.70%,89.70%,19,89.60%,84.50%,93.40%,65.70%
14,1605,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202321,86.30%,88.30%,18.3,86.90%,83.50%,86.30%,88.50%
14,1362,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202321,86.60%,82.90%,14.6,85.00%,89.80%,85.20%,86.20%
14,3119,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202321,86.50%,91.80%,12.3,85.20%,87.90%,85.40%,87.40%
14,614,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202321,92.30%,91.20%,10.1,88.30%,88.40%,96.40%,96.70%
14,1284,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202321,85.80%,84.90%,16.7,83.10%,69.00%,95.40%,95.70%
14,4200,,Scheduled Delivery Standard,6,At Risk,Degrading,Store Focus,202321,81.20%,87.30%,14.7,59.60%,72.00%,92.60%,87.60%
14,5363,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202321,86.20%,86.10%,17.2,76.10%,83.10%,91.70%,96.10%
14,1077,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202321,90.60%,84.70%,11.9,86.30%,84.80%,94.60%,97.50%
14,1223,,Scheduled Delivery Standard,7,At Risk,Degrading,Store Focus,202321,84.60%,82.30%,15,73.00%,83.50%,89.30%,92.40%
14,4520,,Scheduled Delivery Standard,9,At Risk,Recovering,Store Focus,202321,91.90%,92.80%,11.4,91.50%,89.10%,93.10%,93.30%
3,1390,,Scheduled Delivery Standard,10,Executive Review,Degrading,Store Focus,202321,67.60%,78.40%,29.5,57.80%,70.40%,54.90%,81.90%
3,5218,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202321,76.80%,85.10%,21.5,73.70%,73.50%,83.50%,76.00%
3,3418,,Scheduled Delivery Standard,5,At Risk,Degrading,Store Focus,202321,84.20%,87.60%,21.7,70.30%,87.00%,92.80%,85.20%
3,547,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202321,87.00%,81.70%,17.7,85.60%,87.10%,86.30%,89.30%
3,1245,,Scheduled Delivery Standard,15,Executive Review,Degrading,Store Focus,202321,84.70%,83.00%,23.3,65.10%,94.30%,92.20%,87.20%
72,3161,,Scheduled Delivery Standard,22,Executive Review,Recovering,Store Focus,202321,88.80%,93.80%,10.8,93.20%,92.00%,86.60%,84.40%
3,843,,Scheduled Delivery Standard,20,Executive Review,Recovering,Store Focus,202321,88.00%,90.70%,12.1,91.30%,90.30%,77.90%,93.10%
3,862,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202321,91.90%,82.00%,13.9,88.90%,90.30%,92.50%,96.10%
3,1081,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202321,82.40%,82.60%,24.5,84.70%,81.40%,75.90%,87.80%
3,1182,,Scheduled Delivery Standard,12,Executive Review,Degrading,Store Focus,202321,88.50%,81.30%,16.6,87.50%,87.40%,85.40%,94.00%
3,3310,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202321,83.60%,81.00%,21.9,68.30%,88.80%,87.10%,89.80%
3,1219,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202321,66.40%,65.20%,32.6,46.70%,61.20%,63.00%,87.80%
12,332,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202321,90.50%,92.40%,10.6,89.70%,91.10%,86.80%,94.50%
12,1469,,Scheduled Delivery Standard,2,Active Monitoring,Recovering,Store Focus,202321,87.90%,76.60%,12.3,96.00%,88.00%,78.40%,89.80%
12,1466,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202321,85.20%,80.90%,10.3,80.60%,87.40%,88.10%,84.80%
12,4635,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202321,83.70%,91.30%,11,81.80%,79.90%,84.50%,88.10%
12,1318,,Scheduled Delivery Standard,14,Executive Review,Degrading,Store Focus,202321,86.30%,76.00%,13.5,87.70%,86.40%,79.80%,90.80%
12,578,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202321,81.20%,81.70%,13.1,78.80%,79.40%,76.70%,89.40%
12,680,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202321,85.90%,86.50%,12.2,87.50%,89.50%,86.00%,80.60%
12,2310,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202321,89.70%,87.50%,10.4,89.10%,88.60%,92.60%,88.20%
11,182,,Scheduled Delivery Standard,18,Executive Review,Recovering,Store Focus,202321,91.20%,88.60%,13.3,90.80%,89.90%,92.50%,91.80%
11,661,,Scheduled Delivery Standard,22,Executive Review,Recovering,Store Focus,202321,87.20%,84.30%,16,90.10%,91.50%,78.70%,88.70%
11,2720,,Scheduled Delivery Standard,19,Executive Review,Degrading,Store Focus,202321,85.20%,86.70%,13.2,63.60%,87.30%,90.70%,94.70%
11,175,,Scheduled Delivery Standard,20,Executive Review,Degrading,Store Focus,202321,82.90%,77.70%,18.2,63.60%,89.40%,85.80%,93.50%
11,848,,Scheduled Delivery Standard,18,Executive Review,Degrading,Store Focus,202321,81.70%,77.90%,16.8,76.20%,77.80%,86.00%,87.50%
11,2846,,Scheduled Delivery Standard,22,Executive Review,Degrading,Store Focus,202321,79.30%,76.50%,15.8,54.50%,81.40%,88.20%,90.00%
