Store #,Store Type,Shipping City,State,Zip Code,Tier Name,Article #
979,Supercenter,Sparta,WI,54656,Tier 05,100673609
980,Supercenter,Greeley,CO,80631,Tier 05,100673609
981,Supercenter,Meridian,MS,39301,Tier 01 ,100673605
982,Supercenter,Owatonna,MN,55060,Tier 05,100673609
984,Supercenter,Castle Rock,CO,80104,Tier 05,100673609
985,Supercenter,Fairfield,IA,52556,Tier 05,100673609
986,Wal-Mart,Frisco,CO,80443,Tier 05,100673609
987,Supercenter,Fort Myers,FL,33912,Tier 02 ,100673606
988,Supercenter,Lutz,FL,33549,Tier 02 ,100673606
989,Supercenter,Metairie,LA,70003,Tier 05,100673609
990,Supercenter,Milton,FL,32571,Tier 01 ,100673605
991,Supercenter,Mobile,AL,36606,Tier 01 ,100673605
992,Supercenter,Tulsa,OK,74137,Tier 03,100673607
993,Supercenter,McPherson,KS,67460,Tier 05,100673609
994,Supercenter,New Port Richey,FL,34655,Tier 01 ,100673605
995,Supercenter,Franklin,IN,46131,Tier 04,100673608
996,Wal-Mart,Spencer,IN,47460,Tier 03,100673607
998,Neighborhood Market,Westwood,KS,66205,Tier 05,100673609
999,Supercenter,San Antonio,TX,78227,Tier 03,100673607
1000,Supercenter,Brownsville,TX,78521,Tier 03,100673607
1001,Supercenter,Pueblo,CO,81005,Tier 05,100673609
1002,Supercenter,Linton,IN,47441,Tier 05,100673609
1003,Supercenter,Plano,IL,60545,Tier 05,100673609
1004,Supercenter,Bradenton,FL,34210,Tier 01 ,100673605
1005,Supercenter,Waverly,IA,50677,Tier 05,100673609
1006,Supercenter,Cordele,GA,31015,Tier 01 ,100673605
1007,Supercenter,Richland,WI,53581,Tier 05,100673609
1008,Supercenter,Loveland,CO,80538,Tier 05,100673609
1009,Supercenter,Republic,MO,65738,Tier 05,100673609
1010,Supercenter,Rockingham,NC,28379,Tier 03,100673607
1011,Supercenter,Rincon,GA,31326,Tier 01 ,100673605
1012,Supercenter,Beaver Dam,WI,53916,Tier 05,100673609
1013,Wal-Mart,Clinton,IN,47842,Tier 04,100673608
1014,Supercenter,Independence,MO,64055,Tier 05,100673609
1015,Supercenter,El Paso,TX,79912,Tier 05,100673609
1016,Supercenter,Thibodaux,LA,70301,Tier 05,100673609
1017,Supercenter,Manning,SC,29102,Tier 03,100673607
1018,Supercenter,Eastman,GA,31023-7663,Tier 01 ,100673605
1019,Supercenter,Canon City,CO,81212,Tier 05,100673609
1020,Supercenter,Albert Lea,MN,56007,Tier 04,100673608
1021,Supercenter,Warrenton,MO,63383,Tier 05,100673609
1022,Supercenter,Tyler,TX,75704,Tier 03,100673607
1023,Supercenter,Galax,VA,24333,Tier 03,100673607
1024,Supercenter,Swainsboro,GA,30401,Tier 02 ,100673606
1025,Supercenter,McComb,MS,39648,Tier 01 ,100673605
1026,Supercenter,Bedford,IN,47421,Tier 04,100673608
1027,Supercenter,Concord,NC,28027,Tier 01 ,100673605
1028,Supercenter,East Peoria,IL,61611,Tier 05,100673609
1029,Supercenter,Homosassa,FL,34446,Tier 02 ,100673606
1030,Supercenter,Lancaster,SC,29720,Tier 03,100673607
1032,Supercenter,Lynn Haven,FL,32444,Tier 01 ,100673605
1033,Supercenter,Seymour,IN,47274,Tier 04,100673608
1034,Supercenter,Shelby,NC,28152,Tier 03,100673607
1035,Supercenter,Spartanburg,SC,29301,Tier 03,100673607
1036,Supercenter,Forest City,NC,28043,Tier 03,100673607
1037,Supercenter,Summerville,SC,29483,Tier 03,100673607
1038,Supercenter,Waseca,MN,56093,Tier 05,100673609
1039,Supercenter,Mount Airy,NC,27030,Tier 03,100673607
1040,Supercenter,Houston,TX,77095,Tier 04,100673608
1041,Supercenter,Weslaco,TX,78596,Tier 03,100673607
1042,Supercenter,Bastrop,TX,78602,Tier 03,100673607
1043,Supercenter,Pauls Valley,OK,73075,Tier 03,100673607
1044,Supercenter,Tyler,TX,75707,Tier 03,100673607
1045,Supercenter,Lafayette,CO,80026,Tier 05,100673609
1046,Wal-Mart,Carrizo Springs,TX,78834,Tier 05,100673609
1047,Supercenter,Morrow,GA,30260,Tier 01 ,100673605
1048,Supercenter,Williamsburg,KY,40769,Tier 04,100673608
1051,Supercenter,Levelland,TX,79336,Tier 05,100673609
1052,Supercenter,Fayette,AL,35555,Tier 01 ,100673605
1053,Supercenter,Lagrange,KY,40031,Tier 05,100673609
1054,Supercenter,Atchison,KS,66002,Tier 05,100673609
1055,Supercenter,Garland,TX,75040,Tier 03,100673607
1056,Supercenter,Newcastle,OK,73065,Tier 05,100673609
1057,Supercenter,Tallassee,AL,36078,Tier 02 ,100673606
1058,Supercenter,Montrose,CO,81401,Tier 05,100673609
1059,Supercenter,Forest,MS,39074,Tier 01 ,100673605
1060,Supercenter,Morganton,NC,28655,Tier 03,100673607
1061,Supercenter,Hazlehurst,GA,31539-6130,Tier 01 ,100673605
1062,Supercenter,Friendswood,TX,77546,Tier 03,100673607
1063,Wal-Mart,Geneva,AL,36340-1237,Tier 01 ,100673605
1064,Supercenter,Lenoir,NC,28645,Tier 03,100673607
1065,Supercenter,Hope,AR,71801,Tier 03,100673607
1066,Supercenter,Pascagoula,MS,39581,Tier 01 ,100673605
1067,Wal-Mart,Hallettsville,TX,77964,Tier 05,100673609
1068,Supercenter,Sebastian,FL,32958,Tier 01 ,100673605
1069,Supercenter,Newton,MS,39345,Tier 01 ,100673605
1070,Supercenter,East Ellijay,GA,30540,Tier 02 ,100673606
1071,Supercenter,Wood River,IL,62095,Tier 04,100673608
1072,Supercenter,Tifton,GA,31793,Tier 01 ,100673605
1073,Supercenter,Lampasas,TX,76550,Tier 03,100673607
1074,Supercenter,Grenada,MS,38901,Tier 02 ,100673606
1075,Supercenter,Clarksville,TN,37042,Tier 02 ,100673606
1076,Supercenter,Macon,GA,31211,Tier 01 ,100673605
1077,Supercenter,Tallahassee,FL,32311,Tier 02 ,100673606
1078,Wal-Mart,Ballinger,TX,76821,Tier 05,100673609
1079,Supercenter,New Smyrna Beach,FL,32168,Tier 02 ,100673606
1080,Supercenter,Johnson City,TN,37604,Tier 02 ,100673606
1081,Supercenter,Gainesville,FL,32608-2496,Tier 01 ,100673605
1082,Supercenter,Jacksonville,FL,32223-6600,Tier 01 ,100673605
1083,Supercenter,Jacksonville,FL,32205,Tier 01 ,100673605
1084,Wal-Mart,Orlando,FL,32822-4006,Tier 01 ,100673605
1085,Supercenter,Port Richey,FL,34668-5349,Tier 02 ,100673606
1086,Supercenter,Saint Cloud,FL,34769-6763,Tier 01 ,100673605
1087,Supercenter,Stuart,FL,34997,Tier 03,100673607
1088,Supercenter,Biloxi,MS,39531,Tier 01 ,100673605
1089,Supercenter,Kimball,TN,37347,Tier 04,100673608
1090,Supercenter,Jacksonville,FL,32210-7145,Tier 01 ,100673605
1091,Supercenter,Andalusia,AL,36420,Tier 01 ,100673605
1093,Supercenter,Rantoul,IL,61866,Tier 05,100673609
1094,Supercenter,Raytown,MO,64138,Tier 05,100673609
1095,Wal-Mart,Glenwood Springs,CO,81601,Tier 05,100673609
1096,Supercenter,Mocksville,NC,27028,Tier 04,100673608
1097,Supercenter,Aberdeen,NC,28315,Tier 03,100673607
1098,Supercenter,Port Lavaca,TX,77979,Tier 03,100673607
1099,Supercenter,Wichita,KS,67211,Tier 05,100673609
1100,Supercenter,Hamilton,AL,35570,Tier 02 ,100673606
1101,Supercenter,Wetumpka,AL,36092,Tier 02 ,100673606
1102,Supercenter,Baker,LA,70714,Tier 05,100673609
1103,Supercenter,Houston,TX,77068,Tier 04,100673608
1104,Supercenter,Inverness,FL,34453-3232,Tier 02 ,100673606
1105,Supercenter,North Little Rock,AR,72117,Tier 03,100673607
1106,Supercenter,Vidalia,LA,71373,Tier 03,100673607
1107,Supercenter,Oakdale,LA,71463,Tier 05,100673609
1108,Supercenter,Oak Grove,LA,71263,Tier 03,100673607
1109,Supercenter,Rayville,LA,71269,Tier 03,100673607
1110,Supercenter,Farmerville,LA,71241,Tier 03,100673607
1111,Supercenter,Hartwell,GA,30643,Tier 01 ,100673605
1112,Supercenter,Thomaston,GA,30286,Tier 01 ,100673605
1113,Supercenter,London,KY,40741,Tier 04,100673608
1114,Supercenter,Mountain View,AR,72560,Tier 03,100673607
1115,Supercenter,Hohenwald,TN,38462-2008,Tier 02 ,100673606
1116,Supercenter,Duncan,OK,73533,Tier 05,100673609
1117,Supercenter,Plano,TX,75023,Tier 03,100673607
1118,Supercenter,Balch Springs,TX,75180,Tier 04,100673608
1119,Wal-Mart,Naples,FL,34112,Tier 02 ,100673606
1120,Supercenter,Gladstone,MO,64119,Tier 05,100673609
1121,Supercenter,Milledgeville,GA,31061,Tier 01 ,100673605
1122,Supercenter,Eastanollee,GA,30538,Tier 01 ,100673605
1123,Supercenter,Seneca,SC,29678,Tier 03,100673607
1124,Supercenter,Hartselle,AL,35640-4420,Tier 02 ,100673606
1125,Supercenter,Normal,IL,61761,Tier 01 ,100673605
1126,Supercenter,Boerne,TX,78006,Tier 03,100673607
1128,Supercenter,Mansura,LA,71350,Tier 05,100673609
1129,Supercenter,Austin,TX,78717,Tier 03,100673607
1130,Supercenter,Laurens,SC,29360,Tier 04,100673608
1131,Supercenter,Taylorsville,NC,28681,Tier 03,100673607
1132,Supercenter,Asheboro,NC,27203,Tier 03,100673607
1133,Supercenter,Albemarle,NC,28001,Tier 04,100673608
1134,Supercenter,Defuniak Spgs,FL,32433,Tier 02 ,100673606
1135,Supercenter,Hartsville,SC,29550,Tier 03,100673607
1136,Supercenter,Port Allen,LA,70767,Tier 05,100673609
1137,Supercenter,Houston,TX,77015,Tier 04,100673608
1138,Wal-Mart,Madison,WI,53719,Tier 05,100673609
1139,Supercenter,Morehead,KY,40351,Tier 04,100673608
1140,Supercenter,Mount Sterling,KY,40353,Tier 05,100673609
1141,Supercenter,Greenfield,IN,46140,Tier 04,100673608
1142,Supercenter,Scottsburg,IN,47170,Tier 04,100673608
1143,Supercenter,Sandersville,GA,31082-6913,Tier 02 ,100673606
1144,Supercenter,York,SC,29745,Tier 04,100673608
1146,Supercenter,Moncks Corner,SC,29461,Tier 03,100673607
1147,Supercenter,Flippin,AR,72634,Tier 03,100673607
1148,Supercenter,Wichita Falls,TX,76308,Tier 05,100673609
1149,Supercenter,Safford,AZ,85546,Tier 05,100673609
1150,Supercenter,College Station,TX,77845,Tier 03,100673607
1151,Supercenter,Kanasas City,KS,66109,Tier 05,100673609
1152,Supercenter,Sioux Center,IA,51250,Tier 04,100673608
1153,Supercenter,Macon,GA,31206-4742,Tier 01 ,100673605
1154,Supercenter,Fredericksburg,TX,78624,Tier 03,100673607
1155,Supercenter,Lumberton,NC,28358,Tier 03,100673607
1156,Supercenter,Mooresville,NC,28117,Tier 03,100673607
1157,Supercenter,North Vernon,IN,47265,Tier 04,100673608
1158,Supercenter,Birmingham,AL,35214,Tier 01 ,100673605
1159,Wal-Mart,New Tazewell,TN,37825,Tier 02 ,100673606
1160,Supercenter,Aurora,IN,47001,Tier 04,100673608
1161,Supercenter,St Charles,MO,63303,Tier 03,100673607
1162,Supercenter,Washington,IN,47501,Tier 05,100673609
1163,Supercenter,New Orleans,LA,70114,Tier 05,100673609
1164,Supercenter,Columbia,SC,29212,Tier 03,100673607
1165,Supercenter,Radcliff,KY,40160,Tier 05,100673609
1166,Wal-Mart,Elizabethtown,NC,28337,Tier 03,100673607
1167,Supercenter,Kenosha,WI,53144,Tier 05,100673609
1168,Supercenter,Columbia,MS,39429,Tier 01 ,100673605
1169,Supercenter,Springhill,LA,71075,Tier 03,100673607
1170,Supercenter,Louisville,KY,40272,Tier 04,100673608
1171,Supercenter,Sarasota,FL,34243,Tier 01 ,100673605
1172,Supercenter,Jacksonville,FL,32224-0290,Tier 01 ,100673605
1173,Supercenter,Jacksonville,FL,32216,Tier 01 ,100673605
1174,Supercenter,Thomasville,AL,36784,Tier 01 ,100673605
1175,Wal-Mart,Flagstaff,AZ,86001,Tier 05,100673609
1176,Supercenter,Stoughton,WI,53589,Tier 05,100673609
1177,Supercenter,Manchester,MO,63011,Tier 04,100673608
1178,Supercenter,Bedford,TX,76021,Tier 04,100673608
1179,Supercenter,Arden,NC,28704,Tier 04,100673608
1180,Supercenter,Greensburg,IN,47240,Tier 04,100673608
1181,Supercenter,Marietta,GA,30060,Tier 01 ,100673605
1182,Supercenter,Palm Coast,FL,32164-7438,Tier 01 ,100673605
1183,Supercenter,West Columbia,SC,29169,Tier 03,100673607
1184,Supercenter,Stone Mountain,GA,30087,Tier 01 ,100673605
1185,Supercenter,Austin,TX,78753,Tier 03,100673607
1186,Supercenter,Liberty,TX,77575,Tier 04,100673608
1187,Supercenter,Iola,KS,66749,Tier 05,100673609
1188,Supercenter,Bridgeton,MO,63044,Tier 05,100673609
1189,Wal-Mart,Barbourville,KY,40906,Tier 04,100673608
1190,Supercenter,Berea,KY,40403,Tier 04,100673608
1191,Supercenter,Hillsborough,NC,27278,Tier 04,100673608
1192,Supercenter,Magee,MS,39111,Tier 01 ,100673605
1193,Supercenter,Monroe,LA,71201,Tier 03,100673607
1194,Supercenter,Oakridge,TN,37830,Tier 02 ,100673606
1195,Supercenter,Waveland,MS,39576,Tier 01 ,100673605
1196,Supercenter,New Roads,LA,70760,Tier 05,100673609
1197,Supercenter,Rocky Mount,NC,27804,Tier 03,100673607
1198,Supercenter,San Antonio,TX,78232,Tier 03,100673607
1199,Supercenter,Avon,CO,81620,Tier 05,100673609
1200,Supercenter,Colorado Springs,CO,80909,Tier 05,100673609
1201,Supercenter,Gardendale,AL,35071,Tier 01 ,100673605
1202,Supercenter,Wisconsin Rapids,WI,54494,Tier 05,100673609
1203,Supercenter,Wimauma,FL,33598,Tier 01 ,100673605
1204,Supercenter,Lake Charles,LA,70605,Tier 05,100673609
1205,Supercenter,Macclenny,FL,32063,Tier 02 ,100673606
1206,Supercenter,Baton Rouge,LA,70808,Tier 05,100673609
1207,Supercenter,Callaway,FL,32404,Tier 01 ,100673605
1209,Supercenter,Lincolnton,NC,28092,Tier 03,100673607
1210,Supercenter,Nicholasville,KY,40356,Tier 03,100673607
1211,Supercenter,Harvard,IL,60033,Tier 03,100673607
1212,Supercenter,Saraland,AL,36571,Tier 01 ,100673605
1213,Supercenter,Brooksville,FL,34613,Tier 01 ,100673605
1214,Supercenter,Colby,KS,67701,Tier 05,100673609
1215,Supercenter,Calhoun,GA,30701,Tier 01 ,100673605
1216,Supercenter,Carrollton,TX,75006,Tier 03,100673607
1217,Supercenter,Franklin,NC,28734,Tier 04,100673608
1218,Supercenter,Casa Grande,AZ,85122,Tier 05,100673609
1219,Supercenter,Jacksonville,FL,32218,Tier 01 ,100673605
1220,Supercenter,Orlando,FL,32811,Tier 01 ,100673605
1221,Supercenter,Wichita,KS,67209,Tier 05,100673609
1222,Supercenter,Pensacola,FL,32534,Tier 01 ,100673605
1223,Supercenter,Tallahassee,FL,32312-3814,Tier 01 ,100673605
1224,Supercenter,Pensacola,FL,32504,Tier 01 ,100673605
1225,Supercenter,Orange Park,FL,32065,Tier 01 ,100673605
1226,Supercenter,Ashland City,TN,37015,Tier 03,100673607
1227,Supercenter,Augusta,GA,30907,Tier 02 ,100673606
1228,Supercenter,Round Lake,IL,60073,Tier 02 ,100673606
1229,Supercenter,Hoover,AL,35244,Tier 01 ,100673605
1230,Supercenter,Show Low,AZ,85901,Tier 05,100673609
1231,Supercenter,Thornton,CO,80229,Tier 05,100673609
1232,Supercenter,Belton,TX,76513,Tier 03,100673607
1233,Supercenter,Paintsville,KY,41240,Tier 04,100673608
1234,Supercenter,Monticello,KY,42633,Tier 05,100673609
1235,Supercenter,San Antonio,TX,78229,Tier 03,100673607
1236,Supercenter,Goldsboro,NC,27534,Tier 03,100673607
1237,Supercenter,Erwin,NC,28339,Tier 03,100673607
1238,Supercenter,Fayetteville,NC,28303,Tier 03,100673607
1239,Supercenter,Urbana,OH,43078,Tier 05,100673609
1240,Supercenter,Sierra Vista,AZ,85635,Tier 05,100673609
1241,Supercenter,Davenport,IA,52807,Tier 05,100673609
1242,Supercenter,Hendersonville,NC,28792,Tier 04,100673608
1243,Supercenter,Martinsville,VA,24112,Tier 03,100673607
1244,Supercenter,Taylors,SC,29687,Tier 03,100673607
1245,Supercenter,Lakeland,FL,33809,Tier 01 ,100673605
1247,Supercenter,Hazard,KY,41701,Tier 04,100673608
1248,Supercenter,Memphis,TN,36125,Tier 03,100673607
1249,Supercenter,San Angelo,TX,76903,Tier 05,100673609
1252,Supercenter,Highlands Ranch,CO,80130,Tier 05,100673609
1253,Supercenter,Austin,TX,78704,Tier 03,100673607
1254,Supercenter,Bellmead,TX,76705,Tier 03,100673607
1255,Supercenter,Laurinburg,NC,28352,Tier 03,100673607
1256,Supercenter,Joliet,IL,60435,Tier 05,100673609
1257,Supercenter,Stamford,TX,79553,Tier 05,100673609
1259,Supercenter,Corbin,KY,40701,Tier 04,100673608
1260,Supercenter,Lucedale,MS,39452,Tier 02 ,100673606
1261,Supercenter,Fayetteville,NC,28311,Tier 03,100673607
1263,Supercenter,Evansville,IN,47715,Tier 05,100673609
1264,Supercenter,Bellefontaine,OH,43311,Tier 03,100673607
1265,Supercenter,St Louis,MO,63136,Tier 04,100673608
1266,Supercenter,Baton Rouge,LA,70816,Tier 05,100673609
1267,Supercenter,Sun Prairie,WI,53590,Tier 05,100673609
1268,Supercenter,Whiteville,NC,28472,Tier 01 ,100673605
1270,Supercenter,North Augusta,SC,29841,Tier 03,100673607
1271,Supercenter,Meridian,MS,39307,Tier 01 ,100673605
1272,Supercenter,Snyder,TX,79549,Tier 05,100673609
1273,Supercenter,Fountain,CO,80817,Tier 05,100673609
1274,Supercenter,Whitewater,WI,53190,Tier 05,100673609
1275,Supercenter,Leabanon,IN,46052,Tier 04,100673608
1276,Supercenter,Sheboygan,WI,53081,Tier 05,100673609
1277,Supercenter,Black River,WI,54615,Tier 05,100673609
1279,Supercenter,Houston,TX,77037,Tier 04,100673608
1280,Supercenter,Grand Junction,CO,81501,Tier 05,100673609
1281,Supercenter,Spartanburgh,SC,29307,Tier 04,100673608
1282,Supercenter,Concordia,KS,66901,Tier 05,100673609
1283,Supercenter,Starke,FL,32091-7858,Tier 02 ,100673606
1284,Supercenter,Phenix City,AL,36867,Tier 01 ,100673605
1285,Supercenter,Ottumwa,IA,52501,Tier 04,100673608
1286,Supercenter,Columbia,SC,29209,Tier 03,100673607
1287,Supercenter,Burlington,NC,27215,Tier 04,100673608
1288,Supercenter,Roxboro,NC,27573,Tier 03,100673607
1289,Supercenter,Wilmington,OH,45177,Tier 05,100673609
1290,Supercenter,Wilkesboro,NC,28697,Tier 03,100673607
1291,Supercenter,Tucson,AZ,85710,Tier 05,100673609
1292,Supercenter,Christianburg,VA,24073,Tier 04,100673608
1293,Supercenter,Augusta,GA,30906,Tier 01 ,100673605
1294,Supercenter,Marion,IN,46952,Tier 04,100673608
1295,Supercenter,Madill,OK,73446,Tier 03,100673607
1296,Supercenter,San Benito,TX,78586,Tier 03,100673607
1297,Supercenter,Chiefland,FL,32626,Tier 02 ,100673606
1298,Supercenter,Jacksonville,NC,28546,Tier 03,100673607
1299,Supercenter,Cottonwood,AZ,86326,Tier 05,100673609
1300,Supercenter,New Bern,NC,28562,Tier 03,100673607
1301,Supercenter,Roanoke,VA,24014,Tier 04,100673608
1302,Supercenter,Norton,VA,24273,Tier 03,100673607
1303,Supercenter,Georgetown,TX,78628,Tier 03,100673607
1304,Supercenter,Warsaw,IN,46582,Tier 04,100673608
1305,Supercenter,Janesville,WI,53546,Tier 03,100673607
1306,Supercenter,Alamogordo,NM,88310,Tier 05,100673609
1307,Supercenter,Bourbonnais,IL,60914,Tier 05,100673609
1308,Supercenter,Littleton,CO,80123,Tier 05,100673609
1309,Supercenter,Salem,VA,24153,Tier 04,100673608
1310,Supercenter,Terre Haute,IN,47802,Tier 03,100673607
1311,Supercenter,Columbus,GA,31909,Tier 01 ,100673605
1312,Supercenter,Spring Lake,NC,28390,Tier 03,100673607
1313,Supercenter,San Antonio,TX,78214,Tier 03,100673607
1314,Supercenter,Buford,GA,30519,Tier 01 ,100673605
1315,Supercenter,Cheyenne,WY,82009,Tier 05,100673609
1316,Supercenter,Sturgeon Bay,WI,54235,Tier 05,100673609
1317,Supercenter,Asheville,NC,28805,Tier 04,100673608
1318,Supercenter,Knoxville,TN,37912,Tier 02 ,100673606
1319,Supercenter,Knoxville,TN,37938,Tier 02 ,100673606
1320,Supercenter,Knoxville,TN,37920,Tier 02 ,100673606
1321,Supercenter,Smithfield,NC,27577,Tier 03,100673607
1322,Supercenter,Lexington,NC,27292,Tier 03,100673607
1323,Wal-Mart,Peoria,IL,61604,Tier 01 ,100673605
1324,Supercenter,Nogales,AZ,85621,Tier 05,100673609
1325,Wal-Mart,Tucson,AZ,85705,Tier 05,100673609
1326,Supercenter,Grand Island,NE,68803,Tier 05,100673609
1327,Supercenter,Madison,IN,47250,Tier 03,100673607
1328,Supercenter,Winslow,AZ,86047,Tier 05,100673609
1329,Supercenter,Logansport,IN,46947,Tier 03,100673607
1330,Supercenter,Lima,OH,45805,Tier 03,100673607
1331,Supercenter,Sidney,OH,45365,Tier 04,100673608
1332,Supercenter,South Sioux City,NE,68776,Tier 05,100673609
1333,Supercenter,Van Wert,OH,45891,Tier 05,100673609
1334,Supercenter,Claypool,AZ,85532,Tier 05,100673609
1335,Supercenter,Lexington,VA,24450,Tier 03,100673607
1336,Wal-Mart,Marion,VA,24354,Tier 04,100673608
1337,Supercenter,Elkin,NC,28621,Tier 03,100673607
1338,Supercenter,Columbus,GA,31903,Tier 01 ,100673605
1339,Supercenter,Columbia,SC,29223,Tier 03,100673607
1340,Supercenter,Lithonia,GA,30038,Tier 02 ,100673606
1341,Supercenter,Evansville,IN,47712,Tier 03,100673607
1342,Supercenter,Kenner,LA,70065,Tier 05,100673609
1344,Supercenter,Staunton,VA,24401,Tier 03,100673607
1345,Supercenter,South Boston,VA,24592,Tier 03,100673607
1346,Supercenter,Ocean Springs,MS,39564,Tier 01 ,100673605
1347,Supercenter,San Antonio,TX,78209,Tier 03,100673607
1348,Supercenter,Wilmington,NC,28412,Tier 03,100673607
1349,Supercenter,Sunrise,FL,33351,Tier 03,100673607
1350,Supercenter,Lynchburg,VA,24502,Tier 03,100673607
1351,Supercenter,Beckley,WV,25801,Tier 04,100673608
1352,Supercenter,Wallace,NC,28466,Tier 03,100673607
1353,Supercenter,Harahan,LA,70123,Tier 05,100673609
1354,Supercenter,Washington,NC,27889,Tier 03,100673607
1355,Supercenter,Morehead City,NC,28557,Tier 04,100673608
1356,Supercenter,Martinsville,IN,46151-6123,Tier 04,100673608
1357,Supercenter,Silver City,NM,88061,Tier 05,100673609
1358,Supercenter,Walterboro,SC,29488,Tier 03,100673607
1359,Supercenter,North Charleston,SC,29406,Tier 03,100673607
1360,Supercenter,Fayetteville,WV,25840,Tier 04,100673608
1361,Supercenter,Sioux City,IA,51106,Tier 04,100673608
1362,Supercenter,Destin,FL,32541,Tier 02 ,100673606
1363,Supercenter,Madison,GA,30650,Tier 01 ,100673605
1364,Supercenter,Lake Havasu City,AZ,86404,Tier 04,100673608
1365,Wal-Mart,Hudson,WI,54016,Tier 05,100673609
1366,Supercenter,Merrill,WI,54452,Tier 05,100673609
1367,Supercenter,Warner Robins,GA,31093,Tier 01 ,100673605
1368,Supercenter,West Union,OH,45693,Tier 05,100673609
1369,Supercenter,Payson,AZ,85541,Tier 05,100673609
1370,Supercenter,Bullhead City,AZ,86442,Tier 04,100673608
1371,Supercenter,Columbus,IN,47201,Tier 04,100673608
1372,Supercenter,Raleigh,NC,27603,Tier 03,100673607
1373,Supercenter,Lilburn,GA,30047,Tier 01 ,100673605
1374,Wal-Mart,Altamonte Springs,FL,32714-3802,Tier 02 ,100673606
1375,Supercenter,Marianna,FL,32448-2541,Tier 02 ,100673606
1376,Supercenter,Hendersonville,TN,37076,Tier 03,100673607
1377,Supercenter,Johnsburg,IL,60051,Tier 02 ,100673606
1378,Supercenter,Goshen,IN,46526,Tier 04,100673608
1379,Supercenter,Greenville,NC,27834,Tier 03,100673607
1380,Supercenter,Las Vegas,NM,87701,Tier 05,100673609
1381,Supercenter,Apache Junction,AZ,85120,Tier 04,100673608
1382,Supercenter,Greenwood,SC,29649,Tier 03,100673607
1383,Supercenter,Beaufort,SC,29906,Tier 03,100673607
1384,Supercenter,La Junta,CO,81050,Tier 05,100673609
1385,Supercenter,Gastonia,NC,28056,Tier 03,100673607
1386,Supercenter,Pontiac,IL,61764,Tier 05,100673609
1387,Supercenter,Coral Springs,FL,33067,Tier 03,100673607
1388,Supercenter,Kendallville,IN,46755,Tier 04,100673608
1389,Supercenter,Boone,IA,50036,Tier 05,100673609
1390,Supercenter,Pinellas Park,FL,33781,Tier 01 ,100673605
1391,Supercenter,Daytona Beach,FL,32119,Tier 02 ,100673606
1392,Supercenter,Wilmington,NC,28403,Tier 03,100673607
1393,Supercenter,Oskaloosa,IA,52577,Tier 05,100673609
1394,Supercenter,Greenfield,WI,53228,Tier 05,100673609
1395,Supercenter,Centralia,IL,62801,Tier 01 ,100673605
1396,Supercenter,Baraboo,WI,53913,Tier 05,100673609
1397,Supercenter,Albuquerque,NM,87114,Tier 05,100673609
1398,Supercenter,Lake Worth,FL,33463,Tier 03,100673607
1399,Supercenter,Bedford,VA,24523,Tier 04,100673608
1400,Supercenter,Athens,GA,30606-6130,Tier 01 ,100673605
1401,Supercenter,Naperville,IL,60540,Tier 02 ,100673606
1403,Supercenter,Cornelia,GA,30531,Tier 02 ,100673606
1404,Supercenter,Lake Zurich,IL,60047,Tier 02 ,100673606
1405,Supercenter,Bay City,TX,77414,Tier 03,100673607
1406,Supercenter,Winchester,VA,22601,Tier 03,100673607
1407,Supercenter,Lebanon,OH,45036,Tier 04,100673608
1408,Supercenter,Tallahassee,FL,32304-1029,Tier 01 ,100673605
1409,Supercenter,Houston,TX,77043,Tier 03,100673607
1410,Supercenter,Troy,OH,45373,Tier 04,100673608
1411,Supercenter,Sahuarita,AZ,85629,Tier 05,100673609
1412,Supercenter,Laramie,WY,82070,Tier 05,100673609
1413,Supercenter,Crystal Lake,IL,60014,Tier 02 ,100673606
1414,Supercenter,Belen,NM,87002,Tier 05,100673609
1415,Supercenter,Spirit Lake,IA,51360,Tier 04,100673608
1416,Supercenter,Napoleon,OH,43545,Tier 04,100673608
1417,Supercenter,Prescott,AZ,86301,Tier 05,100673609
1418,Supercenter,Ofallon,IL,62269,Tier 04,100673608
1419,Supercenter,Fort Wayne,IN,46825,Tier 04,100673608
1420,Supercenter,Streamwood,IL,60107,Tier 02 ,100673606
1421,Supercenter,Washington,IL,61571,Tier 01 ,100673605
1422,Supercenter,Alma,MI,48801,Tier 05,100673609
1423,Supercenter,Saint Johns,MI,48879,Tier 05,100673609
1424,Supercenter,Colonial Heights,VA,23834,Tier 03,100673607
1425,Supercenter,Columbia City,IN,46725,Tier 04,100673608
1426,Supercenter,Ashland,KY,41101,Tier 04,100673608
1427,Supercenter,Circleville,OH,43113,Tier 05,100673609
1428,Supercenter,Mount Pleasant,MI,48858,Tier 05,100673609
1429,Supercenter,Fremont,OH,43420,Tier 03,100673607
1430,Supercenter,Oshkosh,WI,54904,Tier 05,100673609
1431,Supercenter,Keokuk,IA,52632,Tier 05,100673609
1432,Supercenter,Cadillac,MI,49601,Tier 05,100673609
1433,Supercenter,Celina,OH,45822,Tier 04,100673608
1434,Supercenter,Colorado Springs,CO,80905,Tier 05,100673609
1435,Supercenter,Creston,IA,50801,Tier 04,100673608
1436,Supercenter,Greenacres,FL,33415,Tier 03,100673607
1437,Supercenter,Guymon,OK,73942,Tier 05,100673609
1438,Supercenter,Cedar City,UT,84720,Tier 04,100673608
