KEY,CATEGORY_NBR,CATEGORY_DESC,UPC,ITEM_NBRS,ITEM_DESC,REPLENISHMENT_NOTES,ESTIMATED_GET_WELL_ETA
1,01,CANDY,4000001160,15016,SKITTLES ORIGINAL MARS 36 CT,Sporadic supply LH,5/18/2022
1,01,CANDY,4111601189,200863,RING POP 44 CT 44 CT,Production delays at the supplier FH,12/1/2022
1,01,CANDY,1070015680,228948,JOLLY RANCHER HARD CANDY 5# BAG,Major delays FH,11/1/2022
1,01,CANDY,3400024000,2438,HRSH MILK CHOC HERSHEY 36 CT,Limited Availability FH,6/30/2022
1,01,CANDY,71988651039,251854,PELON PELO RICO 36 / 1 OZ,Sporadic supply LH,3/28/2022
1,01,CANDY,980012048,263210,FERRERO ROCHER - 48 48 CT HAZELNUT CHOC,Major delays FH,11/30/2022
1,01,CANDY,3400070025,334630,IB ICE CUBES PPMNT PEPPERMINT 4 / 40 CT,Production delays at the supplier FH,11/1/2022
1,01,CANDY,2200001686,367965,EXTRA VTY PK 20 / 15 STICKS,Production delays at the supplier FH,11/1/2022
1,01,CANDY,3400001661,"393471, 687685",HERSHEY'S NUGGETS 52 OZ,Major delays FH,11/30/2022
1,01,CANDY,2200002436,499453,WRIGLEY 5 VTY PK 18 / 15 STICKS,Sporadic supply LH,10/31/2022
1,01,CANDY,2200002034,50150,SKITTLES/STARBURST 255 CT FUN SIZE,Major delays FH,11/30/2022
1,01,CANDY,7046201232,55386,SOURPATCH WATERMELON 24 CT,Production delays at the supplier FH,10/15/2022
1,01,CANDY,4000001232,56927,M&M'S PEANUTS 48 CT,Major delays FH,11/1/2022
1,01,CANDY,1900008068,598588,LIFESAVER FIVEFLAVOR 20 / 1.14 OZ,Production delays at the supplier FH,11/1/2022
1,01,CANDY,4223830253,626859,HARIBO GOLD BEARS 72 OZ,Limited Availability FH,3/17/2022
1,01,CANDY,7046201234,674152,SOUR PATCH KIDS 24 / 2 OZ,Production delays at the supplier FH,11/1/2022
1,01,CANDY,3400021542,687711,HERSHEY'S MINIATURES ASSORTED BAG 56OZ,,3/1/2022
1,01,CANDY,7339000837,705387,AIRHEAD XTREME BELTS 18 / 2 OZ,Major delays FH,10/31/2022
1,01,CANDY,7339006711,709743,AIRHEADS ASSORTED 90 CT,,12/31/2021
1,01,CANDY,4000052208,746674,3 MSKT SINGLES DSV 36 CT,Production delays at the supplier FH,9/30/2022
1,01,CANDY,4000052206,749706,MILKY WAY SINGLE DSV 36 CT,Production delays at the supplier FH,9/30/2022
1,01,CANDY,4136405792,768350,SOUR PUNCH RAINBOW 24 / 2 OZ,Production delays at the supplier FH,10/31/2022
1,01,CANDY,3080010049,831071,DUM DUM POPS 500 CT 500 CT,Sporadic supply LH,11/4/2022
1,01,CANDY,4142012236,839559,BOB'S SWEET STRIPES 350 CT TUB (SQUARE),Limited Availability LH,10/31/2022
1,01,CANDY,7172009877,846321,TOOTSIE ROLL 760 CT,,11/26/2021
1,01,CANDY,1880405154,882659,EL PINATERO 5 LB,,12/31/2021
1,01,CANDY,4111624108,927260,TOPPS VTY PK 40 CT,Production delays at the supplier FH,12/1/2022
1,01,CANDY,3400006642,932308,YORK PEPPERMINT DISK HERSHEY 175 / .38 OZ,Sporadic supply LH,8/5/2022
1,01,CANDY,1254601188,980071766,TRIDENT CINNAMON 15 COUNT / 14 STICK,Sporadic supply LH,10/26/2022
1,01,CANDY,1254601184,980071780,TRIDENT ORIGINAL 15 15 COUNT / 14 STICK,Production delays at the supplier FH,10/31/2022
1,01,CANDY,1254601183,980071783,TRIDENT SPEARMINT 15 15 COUNT / 14 STICK,Production delays at the supplier FH,10/31/2022
1,01,CANDY,1254601185,980071786,TRIDENT TROP TWIST 1 15 COUNT / 14 STICK,Production delays at the supplier FH,12/1/2022
1,01,CANDY,4000053520,980080433,M&M'S FS VTY BAG M&M'S FS VTY BAG,Major delays FH,11/12/2022
1,01,CANDY,980057012,980096889,KINDER JOY EGG 12CT KINDER JOY EGG,Sporadic supply LH,5/31/2022
1,01,CANDY,2200012704,980124302,EXTRA SPEARMINT 12 CT 15 STICK,Production delays at the supplier FH,10/1/2022
1,01,CANDY,4000054466,980138427,SNICKERS FS 70CT 42 OZ,Production delays at the supplier FH,11/1/2022
1,01,CANDY,4000054496,980149558,M&M'S VARIETY M&M 30 CT,Production delays at the supplier FH,11/1/2022
1,01,CANDY,9990082020,"980169088, 990007884",BUTTERFINGER 36CT BUTTERFINGER SINGLES,Production delays at the supplier FH,4/8/2022
1,01,CANDY,2200002259,980170543,STARBURST PET 54 OZ,,3/18/2022
1,01,CANDY,7172000881,980183399,TOOTSIE PLAYTIME MIX 4.75 LB BAG,,12/24/2021
1,01,CANDY,3400039988,980197283,52CT CHOC/SUGAR HERSHEY'S CHOC/SUGAR,Sporadic supply LH,10/19/2022
1,01,CANDY,7874232715,980210081,MM STARLIGHT MINTS 7 LB,Major delays FH,1/1/2023
1,01,CANDY,81021903080,980251928,FLIPZ CHOC PRETZELS 24 OZ BAG,Sporadic supply LH,5/31/2022
1,01,CANDY,7339001225,980254520,MENTOS SPEARMINT GUM PURE FRESH 4 CT,Sporadic supply LH,7/22/2022
1,01,CANDY,9990072246,980288795,FERRERO CHOC VARIETY 32 COUNT,Late Trucks LH,4/8/2022
1,01,CANDY,9990070387,980288798,CRUNCH 36CT 36 CT,,1/15/2022
1,01,CANDY,3400048616,980321218,CADBURY CARMELLO MIN 27.6OZ,Sporadic supply LH,4/22/2022
1,01,CANDY,2200002279,"980321601, 990000816",SKITTLES/SB VTY PACK 30CT,Production delays at the supplier FH,11/15/2022
1,01,CANDY,3400066181,980325376,HERSHEY MINIS RED 55 OZ,Sporadic supply LH,7/28/2022
1,01,CANDY,3400099758,980326130,FACTORY FAVORITES 68.7OZ,Sporadic supply LH,7/28/2022
1,01,CANDY,7046200880,990000374,SPK & SWF FUN SIZE 200 PC,Production delays at the supplier FH,11/1/2022
1,01,CANDY,4000057971,990000480,MARS MIXED MINIS 240 CT 67.04OZ,Major delays FH,9/1/2022
1,01,CANDY,5274508186,990000635,FANNIE MAY MINI PIXI FERRERO 13OZ,Major delays FH,11/30/2022
1,01,CANDY,4000057985,990000741,MARS CHOC FAVORITES 145 CT 71.8OZ,Sporadic supply LH,6/28/2022
1,01,CANDY,2200029074,990006154,LIFESAVER WINTOGREEN 53.95 OZ,Production delays at the supplier FH,11/1/2022
1,01,CANDY,72046408011,990009105,FUNSWEETSCOTTONCANDY CLASSIC 12 COUNT,Sporadic supply LH,5/25/2022
1,01,CANDY,4000058308,990013965,MIXED CHOCO SUGAR SINGLE READY CASE,Production delays at the supplier FH,11/1/2022
1,01,CANDY,7920024905,990018111,NERDS GUMMY CLUSTER 12/3OZ,Sporadic supply LH,11/8/2022
1,02,HEALTH AND BEAUTY AIDS,7301001371,249868,TAMPAX PEARL REGULAR 96 CT,Limited Availability FH,11/30/2022
1,02,HEALTH AND BEAUTY AIDS,60308452408,56134,FRUCTIS SLK/SHN SH 40 OZ,Production delays at the supplier FH,11/15/2022
1,02,HEALTH AND BEAUTY AIDS,1111101845,980260727,DMC EXTRA FRESH BAR 14PK/3.75OZ,Production delays at the supplier FH,11/9/2022
1,02,HEALTH AND BEAUTY AIDS,1111101741,980279779,CARESS BAR SOAP 16CT 16 PK/ 3.75 OZ,Production delays at the supplier FH,7/8/2022
1,02,HEALTH AND BEAUTY AIDS,81751301908,980288770,CANTU CURLING CREAM 25 OZ,Production delays at the supplier FH,11/22/2022
1,02,HEALTH AND BEAUTY AIDS,30041010901,990008531,ORALB FLOSS PICKS 300 CT,Limited Availability FH,11/2/2022
1,02,HEALTH AND BEAUTY AIDS,3077206720,990008534,ORALB GLIDE FLOSS 6 PK/44M,Production delays at the supplier FH,11/3/2022
1,02,HEALTH AND BEAUTY AIDS,1111103970,990011448,DOVE VARIETY BW 3PK/24OZ,Production delays at the supplier FH,11/9/2022
1,02,HEALTH AND BEAUTY AIDS,6905513494,990013042,OB PRO CLEAN X 2PK + 1 BONUS BRUSH HEAD,Limited Availability FH,11/2/2022
1,02,HEALTH AND BEAUTY AIDS,7301071657,990015995,TAMPAX RADIANT TRP 20 LGT/40 REG/20 SUP,Limited Availability FH,10/31/2022
1,02,HEALTH AND BEAUTY AIDS,7502010411,990078771,SONICARE 6100 HANDLE 2 HANDLES AND REFILL,Production delays at the supplier FH,11/2/2022
1,03,OFFICE SUPPLIES AND STAMPS,7535394108,110367,DUCK BRAND DUCT TAPE 4 PACK,Limited Availability LH,11/11/2022
1,03,OFFICE SUPPLIES AND STAMPS,5114191699,149246,SCOTCH SCISSORS 3 PACK,Major delays FH,11/4/2022
1,03,OFFICE SUPPLIES AND STAMPS,5114190996,23828,POST IT 3X3,Sporadic supply LH,10/31/2022
1,03,OFFICE SUPPLIES AND STAMPS,7630849582,439005,SCOTCH MASKING TAPE 1 X 55 YARD 9 PACK,Sporadic supply LH,11/16/2022
1,03,OFFICE SUPPLIES AND STAMPS,7164120436,45925,EXPO MARKERS 18CT LOW ODOR,Production delays at the supplier FH,12/2/2022
1,03,OFFICE SUPPLIES AND STAMPS,5114192611,660671,POST IT NOTES 1.5X2 1.5 X2  MULTI-COLOR,Limited Availability LH,9/5/2022
1,03,OFFICE SUPPLIES AND STAMPS,6700000660,669137,FOREVER STAMP 20CT BOOK OF 20,Major delays FH,12/5/2022
1,03,OFFICE SUPPLIES AND STAMPS,4588812117,695855,ZEBRA BALL POINT PEN 9 PACK -BLACK,Limited Availability LH,10/27/2022
1,03,OFFICE SUPPLIES AND STAMPS,7934064885,782969,LOCTITE SUPERGLUE 2 ULTRA GEL,Sporadic supply LH,10/31/2022
1,03,OFFICE SUPPLIES AND STAMPS,7874224723,980010931,#10 SEC ENVELOPE,Sporadic supply LH,11/18/2022
1,03,OFFICE SUPPLIES AND STAMPS,7874224721,980010938,#10 DBL WINDOW ENV 500 CT,Limited Availability LH,11/28/2022
1,03,OFFICE SUPPLIES AND STAMPS,7874225539,980035075,MM 3IN BNDR WHT 2PK 3IN VIEW BINDER,Production delays at the supplier FH,11/14/2022
1,03,OFFICE SUPPLIES AND STAMPS,7874224711,980052246,SHEET PROTECTORCLEAR CLEAR 250CT,Sporadic supply LH,11/19/2022
1,03,OFFICE SUPPLIES AND STAMPS,2244739185,980058601,DG110 POSTAL SCALE POSTAL SCALE,Delayed at Port in bound to US FH,6/27/2022
1,03,OFFICE SUPPLIES AND STAMPS,7874228624,980070977,MM#10 SINGLE WNDW #10 SINGLE WINDOW,Major delays FH,11/21/2022
1,03,OFFICE SUPPLIES AND STAMPS,2244789214,980083819,ROYAL REGISTER $99 ROYAL,Major delays FH,11/30/2022
1,03,OFFICE SUPPLIES AND STAMPS,84902303115,980184429,DIGITAL 4 ROW COIN S ROYAL SOVEREIGN,Production delays at the supplier FH,11/21/2022
1,03,OFFICE SUPPLIES AND STAMPS,76402520775,980196687,HP 750 MEGA REAM 22LB 96 BRIGHT,Sporadic supply LH,11/22/2022
1,03,OFFICE SUPPLIES AND STAMPS,19396801922,980204735,MM COPY PAPER CASE 5000 SHEETS COPY,Sporadic supply LH,11/3/2022
1,03,OFFICE SUPPLIES AND STAMPS,7874231919,980208255,15PK WRITING PAD CNR CANARY,Limited Availability LH,11/4/2022
1,03,OFFICE SUPPLIES AND STAMPS,7874231921,980208259,5X8 WRITING PAD CNRY  24 PADS-CANARY,Delayed at Port in bound to US FH,11/24/2022
1,03,OFFICE SUPPLIES AND STAMPS,7874231918,980208264,15PK WRITING PAD WHT WHITE,Delayed at Port in bound to US FH,11/21/2022
1,03,OFFICE SUPPLIES AND STAMPS,7874231922,980209367,6X9 STENO PAD  6X9 STENO PAD,Delayed at Port in bound to US FH,11/19/2022
1,03,OFFICE SUPPLIES AND STAMPS,7874231920,980209413,5X8 WRITING PAD WHT,Delayed at Port in bound to US FH,11/2/2022
1,03,OFFICE SUPPLIES AND STAMPS,63806027039,980228612,TAPE DISPENSER,Sporadic supply LH,11/2/2022
1,03,OFFICE SUPPLIES AND STAMPS,19396804168,980236285,HANGING FOLDERS LETT MM LETTER 50CT,Production delays at the supplier FH,11/7/2022
1,03,OFFICE SUPPLIES AND STAMPS,3413803767,980253738,DRY ERASE BOARD BUNDLE,Sporadic supply LH,11/14/2022
1,03,OFFICE SUPPLIES AND STAMPS,2409913639,980253739,MEDIUM TAKE & GO TACKLE BOX,Sporadic supply LH,11/5/2022
1,03,OFFICE SUPPLIES AND STAMPS,5242701622,980312129,GORILLA BLACK TAPE 3 TRANSITION ITEM #,Sporadic supply LH,11/11/2022
1,03,OFFICE SUPPLIES AND STAMPS,19396810564,980314672,MM 4PK SCISSORS CUTTING SET,Delayed at Port in bound to US FH,11/29/2022
1,03,OFFICE SUPPLIES AND STAMPS,67212507775,980391746,PAINT MARKERS DI 18PK,Sporadic supply LH,11/7/2022
1,03,OFFICE SUPPLIES AND STAMPS,67212507776,980392603,GEL PENS ARTSKILLS GEL PENS,Sporadic supply LH,11/14/2022
1,03,OFFICE SUPPLIES AND STAMPS,67212507783,980394597,DI BULK BRUSH MARKER,Sporadic supply LH,11/21/2022
1,03,OFFICE SUPPLIES AND STAMPS,67212507778,980399260,PREMIUM BRUSH TUBE ARTSKILLS,Sporadic supply LH,11/15/2022
1,03,OFFICE SUPPLIES AND STAMPS,4468112255,980404035,SHIFTER CART XL DI,Delayed at Port in bound to US FH,11/21/2022
1,03,OFFICE SUPPLIES AND STAMPS,67212507742,980407854,WOODBURNING KIT WOODBURNING KIT,Sporadic supply LH,11/18/2022
1,03,OFFICE SUPPLIES AND STAMPS,67212507773,980407856,100CT COLORED PENCIL 100CT COLORED PENCIL,Sporadic supply LH,10/29/2022
1,03,OFFICE SUPPLIES AND STAMPS,19396824762,980415557,CLR SHEET PRTCTRS MEMBER'S MARK,Sporadic supply LH,12/30/2022
1,03,OFFICE SUPPLIES AND STAMPS,7800000790,984102,FOREVER FLAG COIL 100 STAMP COIL,Major delays FH,12/26/2022
1,03,OFFICE SUPPLIES AND STAMPS,7164120705,990003905,SHARPIE ULTRA FINE 24CT PERM MARKER,Sporadic supply LH,11/5/2022
1,03,OFFICE SUPPLIES AND STAMPS,84902303170,990005692,ELECTRIC COIN SORTER FS-550D,Limited Availability LH,11/2/2022
1,03,OFFICE SUPPLIES AND STAMPS,76402500023,990006079,HPCOPY20PRINTERPAPER 20LB 10 REAM,Major delays FH,11/19/2022
1,03,OFFICE SUPPLIES AND STAMPS,81001611688,990015864,DFEND MLR #0 POLY BBL 25 CT PK,Sporadic supply LH,11/14/2022
1,04,TABLETOP AND BAGS,7874204583,205109,ROUND TOOTHPICKS 4 - 800 CT,Late Trucks LH,10/31/2022
1,04,TABLETOP AND BAGS,7874226058,233377,39 GAL TRASHBAG DS 90 CT BLACK,Sporadic supply LH,11/11/2022
1,04,TABLETOP AND BAGS,3770032707,414131,CHINET PLATE 8 3/4 225 CT 1 SECTION,Sporadic supply LH,10/31/2022
1,04,TABLETOP AND BAGS,1370024421,415955,HEFTY SUPREME BOWL 20OZ 120 CT,Sporadic supply LH,12/31/2022
1,04,TABLETOP AND BAGS,7874226433,695077,"FOIL SHEETS 9"" 9"" X 10 3/4"" 500CT",Sporadic supply LH,12/31/2022
1,04,TABLETOP AND BAGS,7874226434,695117,"FOIL SHEETS 12"" 12"" X 10 3/4"" 500CT",Sporadic supply LH,12/31/2022
1,04,TABLETOP AND BAGS,7874204433,821981,2 OZ PORTION LIDS 2500 CT CLEAR,Limited Availability FH,6/30/2022
1,04,TABLETOP AND BAGS,7874214277,848952,MM CLEAR NACHO TRAY 200 CT 6.5 X 5,Sporadic supply LH,12/31/2022
1,04,TABLETOP AND BAGS,3770032715,851723,CHINET PLATTER 100 CT WHITE,Sporadic supply LH,10/31/2022
1,04,TABLETOP AND BAGS,7873196729,877179,12OZ PFTCH 176 CT,Sporadic supply LH,2/1/2023
1,04,TABLETOP AND BAGS,7874214279,888569,MM 2 LB FOOD TRAY 3PK 250 CT,Limited Availability LH,12/31/2022
1,04,TABLETOP AND BAGS,7873188323,966014,LID PERFECTOUCH DOME 500CT 12/16OZ BLACK,Limited Availability FH,10/31/2022
1,04,TABLETOP AND BAGS,7874226713,980076972,MM 6 7/8 INCH PLATE 330 CT,Sporadic supply LH,12/31/2022
1,04,TABLETOP AND BAGS,7874222568,980143709,13 GAL TALL KITC LAV SCENTED,Sporadic supply LH,11/4/2022
1,04,TABLETOP AND BAGS,19396806463,980270017,MM 6.25 CLEAR PLATES 90CT,Sporadic supply LH,12/15/2022
1,04,TABLETOP AND BAGS,84032310658,980282041,FOOD GLOVES 4-500 CT,Sporadic supply LH,10/31/2022
