Region,Store ID,First Assigned Carrier,Fulfillment Type,Weeks With Status, Status, Trend,Directional Focus,Week Reported,OTD* %,OTP* %,Dwell Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
26,4250,,Scheduled Delivery Standard,35,Executive Review,Degrading,Store Focus,202416,90.80%,97.20%,10.8,89.20%,89.10%,93.40%,91.40%
26,5118,,Scheduled Delivery Standard,23,Executive Review,Recovering,Store Focus,202416,90.30%,98.30%,10.8,95.10%,94.50%,88.10%,83.80%
26,5254,,Scheduled Delivery Standard,6,At Risk,Recovering,Store Focus,202416,89.00%,93.60%,12.6,90.70%,89.90%,93.60%,81.50%
75,1292,,Scheduled Delivery Standard,12,Executive Review,Recovering,Store Focus,202416,92.40%,90.10%,12.9,95.20%,85.10%,93.40%,96.60%
75,1811,,Scheduled Delivery Standard,25,Executive Review,Recovering,Store Focus,202416,92.80%,96.20%,13.9,93.00%,89.10%,96.80%,92.60%
75,5488,,Scheduled Delivery Standard,30,Executive Review,Recovering,Store Focus,202416,92.10%,92.60%,13.5,94.40%,94.10%,88.30%,92.90%
75,1424,,Scheduled Delivery Standard,31,Executive Review,Recovering,Store Focus,202416,90.60%,99.20%,13.6,96.00%,78.50%,91.90%,97.70%
75,2279,,Scheduled Delivery Standard,44,Executive Review,Recovering,Store Focus,202416,90.80%,95.40%,12.7,92.30%,89.20%,91.80%,89.70%
75,2435,,Scheduled Delivery Standard,43,Executive Review,Degrading,Store Focus,202416,88.80%,96.10%,12.4,89.50%,85.80%,92.00%,88.00%
75,3720,,Scheduled Delivery Standard,34,Executive Review,Degrading,Store Focus,202416,83.20%,77.90%,12.3,79.30%,81.90%,87.60%,84.80%
4,640,,Scheduled Delivery Standard,2,Active Monitoring,Degrading,Store Focus,202416,88.20%,87.30%,12.1,88.80%,89.10%,87.00%,88.00%
4,2265,,Scheduled Delivery Standard,26,Executive Review,Recovering,Store Focus,202416,85.60%,83.40%,17.6,95.00%,78.10%,92.20%,76.30%
4,1183,,Scheduled Delivery Standard,49,Executive Review,Recovering,Store Focus,202416,91.30%,94.40%,12.1,95.00%,90.80%,89.40%,90.10%
4,4593,,Scheduled Delivery Standard,21,Executive Review,Recovering,Store Focus,202416,88.70%,98.40%,12.2,92.20%,84.70%,93.30%,85.20%
4,628,,Scheduled Delivery Standard,24,Executive Review,Recovering,Store Focus,202416,88.70%,87.30%,14.6,91.70%,84.30%,91.40%,87.10%
4,632,,Scheduled Delivery Standard,9,Executive Review,Recovering,Store Focus,202416,86.10%,96.30%,13.2,92.50%,82.30%,87.50%,83.80%
4,2348,,Scheduled Delivery Standard,39,Executive Review,Degrading,Store Focus,202416,84.40%,87.20%,9.4,84.30%,81.50%,87.00%,83.90%
4,4273,,Scheduled Delivery Standard,11,At Risk,Recovering,Store Focus,202416,92.20%,95.90%,11.6,94.40%,94.70%,93.90%,85.50%
17,5095,,Scheduled Delivery Standard,35,Executive Review,Degrading,Store Focus,202416,83.30%,92.40%,15.6,83.80%,76.20%,80.90%,92.80%
59,4184,,Scheduled Delivery Standard,8,Executive Review,Recovering,Store Focus,202416,87.90%,83.60%,11.5,92.00%,81.80%,87.70%,89.60%
17,3469,,Scheduled Delivery Standard,1,Active Monitoring,Degrading,Store Focus,202416,87.50%,97.90%,11.7,89.30%,82.60%,89.60%,87.90%
