Store,Dry Sat,Dry Sun,Dry Mon,Dry Tue,Dry Wed,Dry Thur,Dry Fri,Dry Total
68,1,1,1,1,1,0,1,6
69,1,1,1,1,1,0,1,6
70,1,1,1,1,1,0,1,6
71,1,1,1,1,1,0,1,6
72,1,1,1,1,1,0,1,6
73,1,1,1,1,1,0,1,6
74,1,1,1,1,1,0,1,6
75,1,1,1,1,1,0,1,6
76,1,1,1,1,1,0,1,6
77,1,1,1,1,1,0,1,6
78,1,1,1,1,1,0,1,6
79,1,1,1,1,1,0,1,6
80,1,1,1,1,1,0,1,6
81,1,1,1,1,1,0,1,6
82,1,1,1,1,1,0,1,6
83,1,1,1,1,1,0,1,6
85,1,1,1,1,1,0,1,6
86,1,1,1,1,1,0,1,6
87,1,1,1,1,1,0,1,6
87,1,1,1,1,1,0,1,6
88,1,1,1,1,1,0,1,6
89,1,1,1,1,1,0,1,6
90,1,1,1,1,1,0,1,6
91,1,1,1,1,1,0,1,6
92,1,1,1,1,1,0,1,6
93,1,1,1,1,1,0,1,6
94,1,1,1,1,1,0,1,6
95,1,1,1,1,1,0,1,6
96,1,1,1,1,1,0,1,6
97,1,1,1,1,1,0,1,6
98,1,1,1,1,1,0,1,6
99,1,1,1,1,1,0,1,6
100,1,1,1,1,1,0,1,6
101,1,1,1,1,1,0,1,6
102,1,1,1,1,1,0,1,6
103,1,1,1,1,1,0,1,6
104,1,1,1,1,1,0,1,6
105,1,1,1,1,1,0,1,6
106,0,1,1,1,1,0,1,5
107,1,1,1,1,1,0,1,6
108,1,1,1,1,1,0,1,6
109,1,1,1,1,1,0,1,6
110,1,1,1,1,1,0,1,6
111,1,1,1,1,1,0,1,6
112,1,1,1,1,1,0,1,6
113,1,1,1,1,1,0,1,6
114,1,1,1,1,1,0,1,6
115,1,1,1,1,1,0,1,6
116,0,1,0,1,0,0,1,3
117,1,0,1,0,1,0,1,4
118,1,1,1,1,1,0,1,6
119,1,1,1,1,1,0,1,6
120,1,1,1,1,1,0,1,6
121,1,1,1,1,1,0,1,6
122,1,1,1,1,1,0,1,6
123,1,1,1,1,1,0,1,6
124,1,1,1,1,1,0,1,6
125,1,1,1,1,1,0,1,6
126,1,1,1,1,1,0,1,6
127,1,1,1,1,1,0,1,6
128,1,1,1,1,1,0,1,6
128,1,1,1,1,1,0,1,6
129,1,1,1,1,1,0,1,6
130,1,1,1,1,1,0,1,6
131,1,1,1,1,1,0,1,6
132,1,1,1,0,1,0,1,5
133,1,1,1,0,1,0,1,5
134,1,1,1,1,1,0,1,6
135,1,1,1,1,1,0,1,6
136,0,1,0,1,0,0,0,2
137,1,1,1,1,1,0,1,6
138,1,1,1,1,1,0,1,6
139,1,1,1,1,1,0,1,6
140,1,1,1,1,1,0,1,6
141,1,1,1,1,1,0,1,6
143,1,1,1,1,1,0,1,6
144,1,1,1,1,1,0,1,6
145,1,1,1,1,0,0,1,5
146,1,1,1,1,1,0,1,6
147,1,1,1,1,1,0,1,6
148,1,1,1,1,1,0,1,6
148,1,1,1,1,1,0,1,6
149,1,1,1,1,1,0,1,6
150,1,1,1,1,1,0,1,6
151,1,1,1,1,1,0,1,6
152,1,1,1,1,1,0,1,6
153,1,1,1,1,1,0,1,6
154,1,1,1,1,1,0,1,6
155,1,1,1,1,1,0,1,6
157,1,1,1,1,1,0,1,6
158,1,1,1,1,1,0,1,6
159,1,1,1,1,1,0,1,6
160,1,1,1,1,1,0,1,6
161,1,1,1,1,1,0,1,6
162,1,1,1,1,1,0,1,6
163,1,1,1,1,1,0,1,6
164,1,1,1,1,1,0,1,6
165,1,1,1,1,1,0,1,6
166,1,1,1,1,1,0,1,6
167,1,1,1,1,1,0,1,6
168,1,1,1,1,1,0,1,6
169,1,1,1,1,0,0,1,5
170,1,1,1,1,1,0,1,6
171,1,1,1,1,1,0,1,6
172,1,1,1,1,1,0,1,6
173,1,1,1,1,1,0,1,6
174,1,1,1,1,1,0,1,6
175,1,1,1,1,1,0,1,6
176,0,1,1,0,1,0,1,4
177,1,1,1,1,1,0,1,6
178,1,1,1,1,0,0,1,5
179,1,1,1,1,1,0,1,6
180,1,1,1,1,1,0,1,6
181,1,1,1,1,1,0,1,6
182,1,1,1,1,1,0,1,6
183,1,1,1,1,1,0,1,6
184,1,1,1,1,1,0,1,6
185,1,1,1,1,1,0,1,6
186,1,1,1,1,1,0,1,6
188,1,1,1,1,1,0,1,6
189,1,1,1,1,1,0,1,6
190,1,1,1,1,1,0,1,6
192,1,1,1,1,1,0,1,6
194,1,1,1,1,1,0,1,6
195,1,1,1,1,1,0,1,6
196,1,1,1,1,1,0,1,6
197,1,1,1,1,1,0,1,6
198,1,1,1,1,1,0,1,6
199,1,1,1,1,1,0,1,6
200,1,1,1,1,1,0,1,6
201,1,1,1,1,1,0,1,6
202,1,1,1,1,0,0,1,5
203,1,1,1,0,1,0,1,5
204,1,1,1,1,1,0,1,6
205,1,1,1,1,1,0,1,6
206,1,1,1,1,1,0,1,6
207,1,0,1,0,1,0,1,4
209,1,0,1,0,1,0,0,3
210,0,0,1,0,1,0,1,3
211,1,1,1,1,1,0,1,6
212,1,1,1,1,1,0,1,6
213,1,1,1,1,1,0,1,6
214,1,1,1,1,1,0,1,6
216,1,1,1,1,1,0,1,6
217,1,1,1,1,1,0,1,6
218,1,1,1,1,1,0,1,6
219,1,1,1,1,1,0,1,6
220,1,1,1,1,1,0,1,6
221,1,1,1,1,1,0,1,6
222,1,1,1,1,1,0,1,6
224,1,1,1,1,1,0,1,6
225,0,1,1,1,1,0,1,5
226,1,1,1,1,1,0,1,6
227,1,1,1,1,1,0,1,6
228,1,1,1,1,1,0,1,6
229,1,1,1,1,1,0,1,6
230,0,0,1,0,1,0,1,3
231,1,1,1,1,1,0,1,6
232,0,1,0,1,0,0,0,2
233,1,1,0,1,1,0,1,5
234,1,1,1,1,1,0,1,6
236,1,1,1,1,1,0,1,6
237,1,1,1,1,1,0,1,6
238,1,1,1,1,1,0,1,6
239,1,1,1,1,1,0,1,6
240,1,1,1,1,1,0,1,6
242,1,1,1,1,1,0,1,6
243,1,1,1,1,1,0,1,6
244,1,1,1,1,1,0,1,6
246,1,1,1,1,1,0,1,6
247,0,0,1,0,1,0,1,3
248,1,1,1,1,1,0,1,6
249,1,1,1,1,1,0,1,6
250,1,1,1,1,1,0,1,6
251,1,1,1,1,1,0,1,6
252,1,1,1,1,1,0,1,6
253,1,1,1,1,1,0,1,6
254,1,1,1,1,1,0,1,6
256,1,1,1,1,1,0,1,6
257,1,1,1,0,1,0,1,5
258,1,1,1,1,1,0,1,6
259,1,1,1,1,1,0,1,6
260,1,1,1,1,1,0,1,6
261,1,1,1,1,1,0,1,6
262,1,1,1,1,1,0,1,6
264,1,1,1,1,1,0,1,6
265,1,1,1,1,1,0,1,6
266,1,1,1,1,1,0,1,6
267,1,1,1,1,1,0,1,6
268,1,1,1,1,1,0,1,6
269,1,1,1,1,1,0,1,6
271,1,1,1,1,1,0,1,6
272,1,1,1,1,1,0,1,6
273,1,1,1,1,1,0,1,6
274,0,1,0,1,0,0,0,2
275,1,1,1,1,1,0,1,6
276,1,1,1,1,1,0,1,6
277,1,1,1,1,1,0,1,6
278,1,1,1,1,1,0,1,6
278,1,1,1,1,1,0,1,6
279,1,1,1,1,1,0,1,6
280,1,1,1,1,1,0,1,6
281,1,1,1,1,1,0,1,6
282,1,1,1,1,1,0,1,6
283,0,0,1,0,1,0,1,3
284,1,1,1,1,1,0,1,6
285,1,1,1,1,1,0,1,6
286,1,1,1,1,1,0,1,6
287,1,1,1,1,1,0,1,6
288,1,1,1,1,1,0,1,6
289,0,1,0,1,0,0,1,3
290,0,1,1,1,0,0,1,4
292,1,0,1,1,1,0,1,5
293,1,0,1,0,1,0,1,4
294,1,1,1,1,1,0,1,6
295,1,1,1,1,1,0,1,6
296,1,1,1,1,1,0,1,6
297,1,1,1,1,1,0,1,6
298,1,1,1,1,1,0,1,6
299,1,1,1,1,1,0,1,6
300,1,1,1,1,1,0,1,6
301,1,1,1,1,1,0,1,6
302,1,1,1,1,1,0,1,6
303,1,0,1,1,1,0,1,5
304,1,1,1,1,1,0,1,6
305,1,1,1,1,1,0,1,6
306,1,1,1,1,1,0,1,6
307,1,1,1,1,1,0,1,6
307,1,1,1,1,1,0,1,6
308,1,1,1,1,1,0,1,6
309,1,1,1,1,1,0,1,6
310,1,1,1,1,1,0,1,6
311,0,1,0,1,1,0,1,4
312,1,1,1,1,1,0,1,6
313,1,1,1,1,1,0,1,6
314,1,1,1,1,1,0,1,6
315,1,1,1,1,1,0,1,6
316,1,1,1,1,1,0,1,6
317,1,1,1,1,1,0,1,6
318,1,1,1,1,1,0,1,6
319,1,1,1,1,1,0,1,6
320,0,1,0,1,0,0,0,2
321,1,1,1,1,1,0,1,6
322,1,1,1,1,1,0,1,6
323,1,0,1,0,1,0,1,4
324,1,1,1,1,1,0,1,6
325,1,1,1,1,1,0,1,6
326,0,0,1,0,1,0,1,3
328,1,1,1,1,1,0,1,6
329,1,1,1,1,1,0,1,6
330,1,1,1,1,1,0,1,6
331,1,1,1,1,1,0,1,6
332,1,1,1,1,1,0,1,6
333,1,1,1,1,1,0,1,6
334,1,0,1,1,1,0,1,5
335,1,1,1,1,1,0,1,6
336,1,1,1,1,1,0,1,6
337,1,1,1,1,1,0,0,5
338,0,1,1,1,1,0,1,5
339,0,1,0,0,1,0,1,3
340,1,1,1,1,1,0,1,6
341,1,0,1,0,1,0,1,4
342,1,1,1,1,1,0,1,6
343,1,1,1,1,1,0,1,6
344,1,1,1,1,1,0,1,6
345,1,1,1,1,1,0,1,6
345,1,1,1,1,1,0,1,6
346,0,1,1,1,0,0,1,4
347,1,1,1,1,1,0,1,6
348,1,1,1,1,1,0,1,6
350,1,1,1,1,1,0,1,6
351,0,1,1,0,1,0,1,4
352,1,0,1,0,1,0,1,4
353,1,1,1,1,1,0,1,6
354,1,1,0,1,1,0,0,4
355,1,1,1,1,1,0,1,6
356,1,1,1,1,1,0,1,6
357,1,1,0,1,1,0,1,5
358,1,1,1,1,1,0,1,6
359,1,1,1,1,1,0,1,6
360,1,1,1,1,1,0,1,6
361,1,1,1,1,1,0,1,6
362,1,1,1,1,1,0,1,6
363,1,1,1,1,1,0,1,6
364,1,1,1,1,1,0,1,6
365,1,1,1,1,1,0,1,6
366,1,1,1,1,1,0,1,6
368,1,1,1,1,1,0,1,6
369,1,1,1,1,1,0,1,6
370,1,1,0,1,1,0,0,4
371,1,1,1,1,1,0,1,6
372,1,1,1,1,1,0,1,6
373,1,1,1,1,0,0,1,5
374,1,1,1,1,1,0,1,6
375,1,1,1,1,1,0,1,6
376,1,1,1,1,1,0,1,6
376,1,1,1,1,1,0,1,6
377,1,1,1,1,1,0,1,6
378,1,1,0,1,1,0,0,4
379,1,1,1,1,1,0,1,6
381,1,1,1,1,1,0,1,6
382,1,1,1,1,1,0,1,6
383,1,1,1,1,1,0,1,6
384,1,1,1,1,1,0,1,6
385,0,1,0,1,0,0,0,2
386,1,1,1,1,1,0,1,6
387,1,1,1,1,1,0,1,6
388,1,1,1,1,1,0,1,6
389,1,1,1,1,1,0,1,6
390,1,1,1,1,1,0,1,6
391,1,1,1,1,1,0,1,6
392,1,1,1,1,1,0,1,6
393,1,1,1,1,1,0,1,6
394,1,1,1,1,1,0,1,6
395,1,1,1,1,1,0,1,6
396,1,1,1,1,1,0,1,6
397,1,1,1,1,1,0,1,6
398,1,1,1,1,1,0,1,6
399,1,1,1,1,1,0,1,6
400,1,1,1,1,1,0,1,6
401,1,1,1,1,1,0,1,6
402,1,1,1,1,1,0,1,6
403,1,1,1,1,1,0,1,6
404,1,1,1,1,1,0,1,6
405,1,1,1,1,1,0,1,6
406,1,1,1,1,1,0,1,6
407,1,1,1,1,1,0,1,6
408,1,1,1,1,1,0,1,6
409,1,1,1,1,0,0,1,5
410,1,1,1,1,1,0,1,6
411,0,0,1,0,1,0,1,3
412,1,1,1,1,1,0,1,6
413,1,1,1,1,1,0,1,6
414,1,1,1,1,1,0,1,6
415,1,1,1,1,1,0,1,6
416,1,1,1,1,1,0,1,6
417,1,1,1,1,1,0,1,6
418,1,0,1,0,1,0,1,4
419,1,0,1,1,0,0,1,4
420,1,1,1,1,1,0,1,6
421,1,1,1,1,1,0,1,6
422,1,1,1,1,1,0,1,6
423,1,1,1,1,1,0,1,6
424,1,1,1,1,1,0,1,6
425,1,1,1,0,1,0,1,5
426,1,1,1,1,1,0,1,6
427,1,1,1,1,1,0,1,6
428,1,1,1,1,1,0,1,6
429,1,1,1,1,1,0,1,6
430,1,1,1,1,1,0,1,6
431,1,1,1,1,1,0,1,6
432,1,1,1,1,1,0,1,6
433,1,1,1,1,1,0,1,6
434,1,1,1,1,1,0,1,6
435,1,1,1,1,1,0,1,6
436,1,1,1,1,1,0,1,6
437,1,1,1,1,1,0,1,6
438,1,1,1,1,1,0,0,5
440,1,1,1,1,1,0,1,6
442,1,1,1,1,1,0,1,6
443,1,1,0,1,0,0,1,4
444,1,1,1,1,1,0,1,6
445,1,1,1,1,1,0,1,6
446,1,0,1,0,1,0,1,4
447,1,1,1,1,1,0,1,6
448,1,1,1,1,1,0,1,6
448,1,1,1,1,1,0,1,6
449,1,1,1,1,1,0,1,6
450,1,1,1,1,1,0,1,6
450,1,1,1,1,1,0,1,6
451,1,1,1,1,1,0,1,6
452,1,1,1,1,1,0,1,6
453,1,0,1,0,0,0,0,2
454,1,1,1,1,1,0,1,6
456,1,1,1,1,1,0,1,6
457,1,1,1,1,1,0,1,6
458,1,1,1,1,1,0,1,6
459,1,1,1,1,1,0,1,6
461,1,1,1,1,1,0,1,6
462,1,1,1,1,1,0,1,6
463,1,1,1,1,1,0,1,6
464,1,1,1,1,1,0,1,6
465,0,1,1,1,1,0,1,5
466,1,1,1,1,1,0,1,6
467,1,1,1,1,1,0,1,6
468,1,1,1,1,1,0,1,6
469,1,1,1,1,1,0,1,6
470,1,1,1,1,1,0,1,6
471,1,1,1,1,1,0,1,6
472,1,1,1,1,1,0,1,6
473,1,0,1,0,1,0,1,4
475,1,1,1,1,1,0,1,6
476,1,1,1,1,1,0,1,6
477,1,1,1,1,1,0,1,6
478,1,0,1,0,1,0,0,3
479,1,1,1,1,1,0,1,6
480,0,0,1,0,1,0,1,3
481,1,1,1,1,1,0,1,6
482,1,0,0,1,0,0,0,2
483,1,1,1,1,1,0,1,6
484,1,1,1,1,1,0,1,6
485,1,1,1,1,1,0,1,6
486,1,1,1,1,1,0,1,6
488,1,1,1,1,1,0,1,6
489,1,1,1,1,1,0,1,6
490,1,1,1,1,1,0,1,6
491,1,1,1,1,1,0,1,6
492,1,1,1,1,1,0,1,6
493,1,1,1,1,1,0,1,6
494,1,1,1,1,1,0,1,6
495,1,1,1,1,1,0,1,6
497,1,1,1,1,1,0,1,6
498,1,1,1,1,1,0,1,6
499,1,1,1,1,1,0,1,6
500,1,1,1,1,1,0,1,6
501,1,1,1,1,1,0,1,6
502,1,1,1,1,1,0,1,6
503,0,0,1,0,1,0,1,3
504,1,1,1,1,1,0,1,6
505,1,1,1,1,1,0,1,6
506,1,1,1,1,1,0,0,5
507,1,1,1,1,1,0,1,6
508,1,1,1,1,1,0,1,6
510,1,1,1,1,1,0,1,6
511,1,1,1,1,1,0,1,6
512,1,1,1,1,1,0,1,6
513,1,1,1,1,1,0,1,6
514,1,1,1,1,1,0,1,6
515,1,1,1,1,1,0,1,6
516,1,1,1,1,1,0,1,6
517,1,1,1,1,1,0,1,6
518,1,1,1,1,1,0,1,6
518,1,1,1,1,1,0,1,6
519,1,1,1,1,1,0,1,6
520,1,1,1,1,1,0,1,6
521,1,1,1,1,1,0,1,6
522,1,1,1,1,1,0,1,6
523,1,1,1,1,1,0,1,6
524,1,0,1,1,1,0,1,5
525,1,1,1,1,1,0,1,6
526,1,1,1,1,1,0,1,6
527,1,1,1,1,1,0,1,6
528,1,1,1,1,1,0,1,6
529,1,1,1,1,1,0,1,6
530,1,1,1,1,1,0,1,6
531,1,1,1,1,1,0,1,6
532,1,1,1,1,1,0,1,6
533,1,1,1,1,1,0,1,6
535,1,1,1,1,1,0,1,6
536,1,1,1,1,1,0,1,6
537,1,1,1,1,1,0,1,6
538,1,1,1,1,1,0,1,6
539,1,1,1,1,1,0,1,6
540,1,1,1,1,1,0,1,6
541,1,1,1,1,1,0,1,6
542,1,1,1,1,1,0,1,6
543,1,1,1,1,1,0,1,6
544,1,1,1,1,1,0,1,6
545,1,0,1,1,0,0,0,3
546,1,1,1,1,1,0,1,6
547,1,1,1,1,1,0,1,6
548,1,1,1,1,1,0,1,6
549,1,1,1,1,1,0,1,6
550,1,1,1,1,1,0,1,6
551,1,1,1,1,1,0,1,6
552,1,1,1,1,0,0,1,5
553,1,1,1,1,1,0,1,6
554,1,1,1,1,1,0,1,6
555,1,1,1,1,1,0,1,6
556,1,1,1,1,1,0,1,6
557,1,1,1,1,1,0,1,6
558,1,1,1,1,1,0,1,6
559,1,1,1,1,1,0,1,6
560,1,1,1,1,1,0,1,6
561,1,1,1,1,1,0,1,6
562,1,1,1,1,1,0,1,6
563,1,1,1,1,1,0,1,6
564,1,1,1,1,1,0,1,6
565,1,1,1,1,1,0,1,6
566,1,1,1,1,1,0,1,6
567,0,1,0,1,0,0,1,3
568,1,1,1,1,1,0,1,6
569,1,1,1,1,1,0,1,6
571,1,1,1,1,1,0,1,6
572,1,1,1,1,1,0,1,6
572,1,1,1,1,1,0,1,6
573,1,1,1,1,1,0,1,6
574,1,1,1,1,1,0,1,6
575,1,1,1,1,1,0,1,6
576,1,1,1,1,1,0,1,6
577,1,1,1,1,1,0,1,6
578,1,1,1,1,1,0,1,6
579,1,1,1,1,1,0,1,6
580,1,1,1,1,1,0,1,6
581,1,1,1,1,1,0,1,6
582,1,1,1,1,1,0,1,6
583,1,1,1,1,1,0,1,6
584,1,1,1,1,1,0,1,6
585,1,1,1,1,1,0,1,6
586,1,1,1,1,1,0,1,6
587,1,1,1,1,1,0,1,6
588,1,1,1,1,1,0,1,6
589,1,1,1,1,1,0,1,6
590,1,1,1,1,1,0,1,6
591,1,1,1,1,1,0,1,6
592,1,1,1,1,1,0,1,6
593,1,1,1,1,1,0,1,6
594,1,1,1,1,1,0,1,6
595,1,1,1,1,1,0,1,6
596,0,1,0,0,1,0,1,3
598,1,1,1,1,1,0,1,6
599,1,1,1,1,1,0,1,6
600,1,1,1,1,1,0,1,6
601,1,1,1,1,1,0,1,6
602,1,1,1,1,1,0,1,6
603,1,1,1,1,1,0,1,6
604,1,1,1,1,1,0,1,6
604,1,1,1,1,1,0,1,6
605,1,1,1,1,1,0,1,6
606,0,1,0,1,0,0,1,3
607,0,1,0,1,0,0,0,2
608,1,1,1,1,1,0,1,6
609,1,1,1,1,1,0,1,6
610,1,1,1,1,1,0,1,6
611,1,1,1,1,1,0,1,6
612,1,1,1,1,1,0,1,6
613,1,1,1,1,1,0,1,6
614,1,1,1,1,1,0,1,6
615,1,1,1,1,1,0,1,6
616,1,1,1,1,1,0,1,6
617,1,0,0,1,0,0,0,2
618,1,1,1,1,1,0,1,6
619,1,1,1,1,1,0,1,6
620,1,1,1,1,1,0,1,6
621,1,1,1,1,1,0,1,6
622,1,1,1,1,1,0,1,6
623,1,1,1,1,1,0,1,6
624,1,1,1,1,1,0,1,6
625,1,1,1,1,1,0,1,6
626,1,0,1,0,1,0,1,4
627,1,1,1,1,1,0,1,6
628,1,1,1,1,1,0,1,6
629,1,1,1,1,1,0,1,6
630,1,1,1,1,1,0,1,6
631,1,1,1,1,1,0,1,6
632,1,1,1,1,1,0,1,6
633,1,1,1,1,1,0,1,6
634,1,1,1,1,1,0,1,6
635,1,1,1,1,1,0,1,6
636,1,1,1,1,1,0,1,6
637,1,1,1,1,1,0,1,6
638,1,1,1,1,1,0,1,6
639,1,1,1,1,1,0,1,6
640,1,1,1,1,1,0,1,6
641,1,1,1,1,1,0,1,6
642,1,1,1,1,1,0,1,6
643,1,1,1,1,1,0,1,6
644,1,1,1,1,1,0,1,6
645,1,1,1,1,1,0,1,6
646,1,1,1,1,0,0,1,5
647,0,1,1,0,1,0,1,4
648,1,1,1,1,1,0,1,6
649,1,1,1,1,1,0,1,6
651,1,1,1,1,1,0,1,6
652,1,1,1,1,1,0,1,6
653,1,1,1,1,1,0,1,6
655,1,1,1,1,1,0,1,6
656,1,1,1,1,1,0,1,6
657,1,1,1,1,1,0,1,6
658,1,1,1,1,1,0,1,6
659,1,1,1,1,1,0,1,6
660,1,1,1,1,1,0,1,6
661,1,1,1,1,1,0,1,6
662,1,1,1,1,1,0,1,6
663,1,1,1,1,1,0,1,6
664,1,1,1,1,1,0,1,6
665,1,1,1,1,1,0,1,6
666,1,1,1,1,1,0,1,6
667,1,1,1,1,1,0,1,6
668,1,1,1,1,1,0,1,6
669,1,1,1,1,1,0,1,6
670,1,1,1,1,1,0,1,6
671,1,1,1,1,1,0,1,6
672,1,1,1,1,1,0,1,6
673,1,1,1,1,1,0,1,6
674,1,1,1,1,1,0,1,6
675,1,1,1,1,1,0,1,6
676,1,1,1,1,1,0,1,6
677,1,1,1,1,1,0,1,6
678,1,1,1,1,1,0,1,6
680,1,1,1,1,1,0,1,6
681,1,1,1,1,1,0,1,6
682,1,1,1,1,1,0,1,6
683,1,1,1,1,1,0,1,6
684,1,1,1,1,1,0,1,6
685,1,1,1,1,1,0,1,6
686,1,1,1,1,1,0,1,6
687,1,1,1,1,1,0,1,6
688,1,1,1,1,1,0,1,6
689,1,1,1,1,1,0,1,6
690,1,1,1,1,1,0,1,6
691,1,1,1,1,1,0,1,6
692,1,1,1,1,1,0,1,6
693,1,0,1,1,0,0,1,4
694,1,1,1,1,1,0,1,6
695,1,1,1,1,1,0,1,6
696,1,1,0,1,1,0,0,4
697,1,1,1,1,1,0,1,6
698,1,1,1,1,1,0,1,6
699,1,1,1,1,1,0,1,6
700,1,1,1,1,1,0,1,6
701,1,1,1,1,1,0,1,6
702,1,1,1,1,1,0,1,6
703,1,1,1,1,1,0,1,6
705,1,1,1,1,1,0,1,6
706,1,1,1,1,1,0,1,6
707,1,1,1,1,1,0,1,6
708,1,1,1,1,1,0,1,6
709,1,1,1,1,1,0,1,6
710,1,1,1,1,1,0,1,6
711,1,1,1,1,1,0,1,6
712,1,1,1,1,1,0,1,6
713,1,0,1,0,1,0,0,3
714,1,1,1,1,1,0,1,6
715,1,1,1,1,1,0,1,6
716,1,1,1,1,1,0,1,6
718,1,1,1,1,1,0,1,6
719,1,1,1,1,1,0,1,6
720,1,1,1,1,1,0,1,6
721,1,1,1,1,1,0,1,6
722,1,1,1,1,1,0,1,6
723,1,1,1,1,1,0,1,6
724,1,1,1,1,1,0,1,6
725,1,1,1,1,1,0,1,6
726,1,1,1,1,1,0,1,6
727,1,1,1,1,1,0,1,6
728,1,1,1,1,1,0,1,6
729,1,1,1,1,1,0,1,6
730,1,1,1,1,1,0,1,6
731,1,1,1,1,1,0,1,6
733,1,1,1,1,1,0,1,6
734,1,1,1,1,1,0,1,6
735,1,1,1,1,1,0,1,6
736,1,1,1,1,1,0,1,6
737,1,1,1,1,1,0,1,6
738,1,1,1,1,1,0,1,6
739,1,1,1,1,1,0,1,6
740,1,1,1,1,1,0,1,6
741,1,1,1,1,1,0,1,6
742,1,1,1,1,1,0,1,6
743,1,1,1,1,1,0,1,6
744,1,1,1,1,1,0,1,6
745,1,1,1,1,1,0,1,6
746,1,1,1,1,1,0,1,6
748,1,1,1,1,1,0,0,5
749,1,1,1,1,1,0,1,6
750,1,1,1,1,1,0,1,6
751,0,1,1,0,1,0,1,4
752,1,1,1,1,1,0,1,6
753,1,1,1,1,1,0,1,6
754,1,1,1,1,1,0,1,6
754,1,1,1,1,1,0,1,6
755,1,1,1,1,1,0,1,6
756,1,1,1,1,1,0,1,6
757,1,1,1,1,1,0,1,6
758,1,1,1,1,1,0,1,6
759,1,1,1,1,1,0,1,6
760,0,1,0,1,0,0,0,2
761,1,1,1,1,1,0,1,6
762,1,1,1,1,1,0,1,6
764,1,1,1,1,1,0,1,6
765,1,1,1,1,1,0,1,6
766,1,1,1,1,1,0,1,6
767,1,1,1,1,1,0,1,6
768,1,1,1,1,1,0,1,6
769,1,1,1,1,1,0,1,6
770,1,1,1,1,1,0,1,6
771,1,1,1,1,1,0,1,6
772,1,1,1,1,1,0,1,6
773,1,1,1,1,1,0,1,6
774,1,1,1,1,1,0,1,6
775,1,1,1,1,1,0,1,6
776,1,1,1,1,1,0,1,6
777,1,1,1,1,1,0,1,6
778,1,1,1,1,1,0,1,6
779,1,1,1,1,1,0,1,6
780,1,1,1,1,1,0,1,6
781,1,1,1,1,1,0,1,6
782,1,1,1,1,1,0,1,6
783,1,0,0,1,0,0,0,2
784,1,1,1,1,1,0,1,6
785,1,1,1,1,1,0,1,6
786,1,1,1,1,1,0,1,6
787,1,1,1,1,1,0,1,6
788,1,1,1,1,1,0,1,6
789,1,1,1,1,1,0,1,6
790,1,1,1,1,1,0,1,6
791,1,1,1,1,1,0,1,6
792,1,0,0,1,0,0,0,2
793,1,1,1,1,1,0,1,6
794,1,1,1,1,1,0,1,6
795,1,1,1,1,1,0,1,6
796,1,1,1,1,1,0,1,6
797,1,1,1,1,1,0,1,6
