Region,Market,Store,Actual Install Scheduled Date
6,80,397,
7,87,404,
7,81,407,
13,66,408,
5,45,412,
44,349,414,
44,349,420,
6,78,440,
7,88,447,
13,66,449,
13,66,457,
6,78,470,
12,119,477,
6,78,490,
7,505,500,
7,506,508,
7,505,512,
42,327,530,
7,74,535,
7,74,536,
7,73,537,
6,62,546,
5,55,565,
12,123,578,
6,569,595,
5,76,610,
12,119,619,
12,124,620,
13,66,651,
12,122,672,
12,123,678,
12,123,680,
12,123,685,
12,121,687,
12,119,698,
12,124,742,
6,59,744,
7,70,755,
13,66,777,
7,81,781,
7,88,782,
42,328,788,
40,336,815,
5,45,827,
7,71,861,
7,87,865,
26,309,877,
40,336,895,
7,73,898,
7,77,901,
6,62,915,
7,81,917,
5,76,939,
14,15,944,
7,71,945,
44,350,947,
26,304,948,
6,85,951,
7,505,964,
54,378,1008,
5,45,1022,
26,304,1039,
6,65,1040,
6,569,1041,
6,85,1042,
7,88,1046,
42,325,1065,
6,84,1067,
12,124,1080,
12,120,1089,
6,59,1103,
42,326,1105,
26,304,1131,
42,328,1147,
44,349,1148,
4,310,1155,
12,123,1159,
4,300,1166,
12,121,1194,
26,301,1197,
7,506,1198,
26,305,1209,
4,294,1217,
7,86,1235,
7,74,1249,
5,76,1254,
26,309,1255,
4,300,1268,
6,59,1279,
26,302,1300,
7,81,1303,
47,381,1315,
12,122,1319,
12,122,1320,
7,87,1347,
4,300,1348,
26,301,1354,
26,305,1385,
47,381,1412,
19,203,1423,
47,381,1456,
47,381,1457,
47,381,1461,
12,121,1467,
12,119,1469,
47,382,1485,
6,78,1494,
47,382,1508,
19,202,1593,
12,119,1606,
26,308,1613,
19,202,1642,
54,376,1689,
19,202,1771,
26,306,1821,
6,59,1837,
26,301,1950,
6,80,1958,
9,553,1996,
26,301,2000,
12,122,2065,
26,306,2134,
9,118,2237,
7,86,2239,
12,122,2310,
7,87,2404,
12,124,2496,
6,62,2505,
42,326,2575,
42,326,2587,
7,86,2599,
7,505,2612,
26,298,2704,
26,301,2730,
6,569,2763,
7,87,2769,
12,122,2932,
7,82,2991,
6,62,2993,
7,86,3106,
7,505,3136,
6,65,3226,
44,349,3229,
42,324,3230,
12,123,3234,
7,77,3279,
6,67,3297,
7,81,3319,
6,80,3320,
42,327,3331,
26,309,3371,
13,68,3390,
7,87,3391,
6,62,3510,
6,80,3567,
13,68,3585,
13,68,3591,
4,310,3595,
12,119,3659,
12,120,3660,
7,505,3763,
12,124,3829,
12,119,3835,
12,124,3852,
7,86,3888,
6,65,4111,
7,82,4163,
12,121,4166,
42,326,4168,
7,82,4219,
26,304,4224,
12,119,4226,
6,59,4298,
7,71,4299,
4,294,4428,
42,324,4460,
26,308,4477,
12,122,4635,
6,67,5091,
7,86,5145,
7,70,5216,
42,324,5244,
7,77,5245,
6,65,5246,
12,119,5251,
42,323,5260,
12,119,5263,
13,68,5287,
42,325,5433,
40,336,5477,
7,83,5479,
42,324,5706,
7,88,5713,
4,310,5787,
6,569,5808,
6,78,5898,
5,45,6467,
26,308,6789,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
72,534,3654,6/5/2023
42,322,54,7/17/2023
42,321,141,7/19/2023
42,321,16,7/24/2023
42,322,2,7/26/2023
5,49,896,7/31/2023
5,51,1117,8/2/2023
5,55,5191,8/8/2023
5,53,2105,8/14/2023
64,504,6966,8/14/2023
76,283,5129,10/3/2023
42,322,359,10/9/2023
5,44,2978,2/25/2024
5,55,4164,2/25/2024
64,58,2979,2/26/2024
64,58,3392,2/26/2024
5,49,284,2/27/2024
5,48,371,2/28/2024
5,479,972,2/28/2024
64,561,2975,2/28/2024
64,58,3594,2/28/2024
5,583,259,3/3/2024
14,97,488,3/3/2024
41,260,720,3/3/2024
4,41,1286,3/3/2024
75,287,1525,3/3/2024
5,44,3284,3/3/2024
64,561,4046,3/3/2024
5,53,217,3/4/2024
5,48,220,3/4/2024
5,583,789,3/4/2024
5,583,1055,3/4/2024
41,260,1210,3/4/2024
4,41,4521,3/4/2024
5,479,940,3/5/2024
5,583,1800,3/5/2024
60,467,3531,3/5/2024
14,97,1077,3/6/2024
75,287,2795,3/6/2024
5,56,2926,3/6/2024
64,58,2981,3/6/2024
60,467,5853,3/6/2024
5,48,228,3/10/2024
21,259,493,3/10/2024
5,56,2086,3/10/2024
5,51,202,3/11/2024
5,55,260,3/11/2024
5,479,421,3/11/2024
41,260,571,3/11/2024
14,97,1375,3/11/2024
64,58,5614,3/11/2024
5,52,206,3/12/2024
5,55,286,3/12/2024
41,260,584,3/12/2024
14,97,1408,3/12/2024
41,260,692,3/13/2024
5,56,3777,3/13/2024
5,479,5312,3/13/2024
41,260,519,3/17/2024
60,467,3218,3/17/2024
14,97,5172,3/17/2024
41,260,507,3/18/2024
60,467,3705,3/18/2024
4,41,4440,3/18/2024
14,97,4520,3/18/2024
4,41,881,3/19/2024
75,290,1523,3/19/2024
60,467,3850,3/19/2024
14,97,4427,3/19/2024
4,41,2214,3/20/2024
60,467,3537,3/20/2024
75,287,4191,3/20/2024
60,467,2249,3/24/2024
75,287,2295,3/24/2024
60,467,4137,3/24/2024
4,41,1164,3/25/2024
14,97,1223,3/25/2024
60,467,2469,3/25/2024
75,287,3869,3/25/2024
4,41,1183,3/26/2024
4,41,1339,3/26/2024
75,287,1730,3/26/2024
41,260,2628,3/26/2024
42,321,125,4/30/2024
3,111,1390,4/30/2024
3,111,1536,4/30/2024
3,104,2740,4/30/2024
75,287,7032,4/30/2024
42,321,209,5/1/2024
42,321,358,5/1/2024
42,321,388,5/1/2024
3,111,1513,5/1/2024
41,260,2783,5/1/2024
3,111,3372,5/1/2024
3,111,4690,5/1/2024
42,322,76,5/5/2024
42,322,373,5/5/2024
3,111,1712,5/5/2024
57,396,2050,5/5/2024
42,321,67,5/6/2024
54,585,2293,5/6/2024
3,111,2796,5/6/2024
3,104,3418,5/6/2024
42,321,66,5/7/2024
42,321,230,5/7/2024
3,112,1482,5/7/2024
57,396,1560,5/7/2024
54,585,2223,5/7/2024
57,396,2838,5/7/2024
42,321,55,5/8/2024
3,111,2081,5/12/2024
42,321,279,5/13/2024
4,42,1035,5/13/2024
41,242,1053,5/13/2024
5,55,1118,5/13/2024
3,112,1501,5/13/2024
5,53,2427,5/13/2024
54,585,2752,5/13/2024
5,51,2973,5/13/2024
5,50,807,5/14/2024
4,42,1281,5/14/2024
57,396,2593,5/14/2024
5,53,2996,5/14/2024
3,112,3197,5/14/2024
42,321,3231,5/14/2024
41,242,3294,5/14/2024
5,48,4509,5/14/2024
60,514,5041,5/14/2024
54,380,5049,5/14/2024
57,396,5101,5/14/2024
5,53,1216,5/15/2024
54,380,1308,5/15/2024
76,292,2038,5/15/2024
4,42,2806,5/15/2024
5,50,3274,5/15/2024
5,51,3406,5/15/2024
5,49,3432,5/15/2024
3,112,4681,5/15/2024
3,111,5218,5/15/2024
41,243,5417,5/15/2024
5,53,426,5/19/2024
4,42,638,5/19/2024
76,292,1904,5/19/2024
5,56,2883,5/19/2024
76,292,3077,5/19/2024
57,396,4356,5/19/2024
5,49,5810,5/19/2024
4,39,629,5/20/2024
54,380,2751,5/20/2024
76,292,3639,5/20/2024
3,112,5036,5/20/2024
5,52,5707,5/20/2024
5,583,5823,5/20/2024
3,112,1960,5/21/2024
5,51,3482,5/21/2024
5,44,3631,5/21/2024
54,380,4284,5/21/2024
57,396,5070,5/21/2024
3,112,5220,5/21/2024
76,292,5227,5/21/2024
5,56,7178,5/21/2024
41,242,497,5/28/2024
5,56,2463,5/28/2024
3,112,2627,5/28/2024
5,50,2834,5/28/2024
5,479,5247,5/28/2024
76,292,5880,5/28/2024
41,242,7290,5/28/2024
5,44,1455,5/29/2024
5,479,2980,5/29/2024
5,583,3225,5/29/2024
5,55,4215,5/29/2024
4,42,4593,5/29/2024
5,52,4627,5/29/2024
5,56,5866,5/29/2024
5,50,3044,6/2/2024
5,583,3224,6/2/2024
5,583,5987,6/2/2024
5,48,590,6/3/2024
5,479,3773,6/3/2024
5,51,5673,6/3/2024
5,56,6300,6/3/2024
5,52,3286,6/4/2024
5,479,4165,6/4/2024
5,479,5316,6/4/2024
3,112,5964,6/4/2024
5,583,8930,6/4/2024
5,53,4240,6/5/2024
5,49,5288,6/5/2024
5,479,5764,6/5/2024
5,45,265,6/9/2024
5,51,2918,6/9/2024
5,48,3431,6/9/2024
5,48,963,6/10/2024
5,50,5080,6/10/2024
5,52,6963,6/10/2024
5,44,1801,6/11/2024
5,53,5092,6/11/2024
5,51,5210,6/11/2024
5,50,5416,6/12/2024
5,51,5672,6/12/2024
4,36,632,6/16/2024
12,151,735,6/16/2024
3,98,977,6/16/2024
41,257,1048,6/16/2024
9,105,1119,6/16/2024
41,256,1170,6/16/2024
3,114,1245,6/16/2024
26,299,1321,6/16/2024
9,107,1436,6/16/2024
60,471,2319,6/16/2024
20,317,2646,6/16/2024
5,52,5211,6/16/2024
5,48,5359,6/16/2024
14,15,5845,6/16/2024
9,116,580,6/17/2024
12,151,656,6/17/2024
4,29,728,6/17/2024
41,256,760,6/17/2024
14,7,1134,6/17/2024
5,50,1178,6/17/2024
20,258,1189,6/17/2024
26,299,1372,6/17/2024
26,299,1664,6/17/2024
60,472,2325,6/17/2024
75,312,2762,6/17/2024
5,44,3285,6/17/2024
9,105,3417,6/17/2024
9,107,4260,6/17/2024
5,52,5311,6/17/2024
3,101,6978,6/17/2024
9,90,1220,6/18/2024
9,108,1398,6/18/2024
20,258,1743,6/18/2024
26,297,1751,6/18/2024
14,7,2114,6/18/2024
60,472,2121,6/18/2024
4,38,2703,6/18/2024
12,153,3017,6/18/2024
41,253,3362,6/18/2024
20,311,3480,6/18/2024
5,44,4279,6/18/2024
3,98,4444,6/18/2024
26,299,4499,6/18/2024
9,105,5055,6/18/2024
12,153,5058,6/18/2024
12,151,682,6/19/2024
5,48,804,6/19/2024
9,105,819,6/19/2024
41,257,825,6/19/2024
4,38,1135,6/19/2024
41,257,1190,6/19/2024
3,101,1219,6/19/2024
9,91,1374,6/19/2024
75,314,2645,6/19/2024
60,476,2947,6/19/2024
9,90,4365,6/19/2024
26,297,4484,6/19/2024
26,299,5046,6/19/2024
12,153,5616,6/19/2024
9,108,5911,6/19/2024
42,323,4108,6/20/2024
42,324,126,6/23/2024
20,258,552,6/23/2024
12,153,688,6/23/2024
26,297,1614,6/23/2024
12,151,2757,6/23/2024
75,314,2805,6/23/2024
3,101,3308,6/23/2024
9,108,3858,6/23/2024
4,35,4583,6/23/2024
60,473,5078,6/23/2024
26,299,5743,6/23/2024
42,326,2575,6/24/2024
12,153,272,6/24/2024
3,114,547,6/24/2024
3,93,1081,6/24/2024
9,108,1517,6/24/2024
75,288,1682,6/24/2024
60,473,2016,6/24/2024
26,299,2836,6/24/2024
26,297,5118,6/24/2024
26,297,5254,6/24/2024
12,153,7020,6/24/2024
3,93,960,6/25/2024
9,92,1702,6/25/2024
76,283,2258,6/25/2024
9,118,2484,6/25/2024
12,153,3717,6/25/2024
26,299,4458,6/25/2024
21,259,4461,6/25/2024
12,152,4482,6/25/2024
26,297,5292,6/25/2024
12,151,406,6/26/2024
12,153,659,6/26/2024
20,258,696,6/26/2024
3,94,1079,6/26/2024
26,297,2058,6/26/2024
26,299,2247,6/26/2024
9,109,2987,6/26/2024
9,109,5932,6/26/2024
9,116,5035,6/30/2024
42,327,289,7/7/2024
42,326,1105,7/7/2024
42,325,5433,7/7/2024
3,101,1083,7/7/2024
9,90,1086,7/7/2024
3,95,1104,7/7/2024
41,249,1141,7/7/2024
75,315,1350,7/7/2024
14,14,1605,7/7/2024
60,471,2595,7/7/2024
25,275,3210,7/7/2024
75,288,3265,7/7/2024
42,328,788,7/8/2024
42,324,5244,7/8/2024
3,101,1090,7/8/2024
14,14,1222,7/8/2024
41,482,1275,7/8/2024
3,93,1847,7/8/2024
75,314,1934,7/8/2024
60,472,2196,7/8/2024
75,289,2529,7/8/2024
75,312,3243,7/8/2024
25,275,3602,7/8/2024
9,90,4332,7/8/2024
42,328,18,7/8/2024
42,325,127,7/9/2024
42,326,4168,7/9/2024
25,275,343,7/9/2024
3,93,697,7/9/2024
14,15,919,7/9/2024
3,104,994,7/9/2024
75,314,1345,7/9/2024
41,482,1655,7/9/2024
60,472,2037,7/9/2024
75,312,2337,7/9/2024
75,288,3214,7/9/2024
3,114,3463,7/9/2024
3,98,3702,7/9/2024
9,91,4588,7/9/2024
14,15,5872,7/9/2024
42,323,1,7/10/2024
11,329,62,7/10/2024
42,324,85,7/10/2024
9,116,759,7/10/2024
3,114,941,7/10/2024
3,98,1173,7/10/2024
3,95,1213,7/10/2024
25,275,1602,7/10/2024
75,289,1841,7/10/2024
60,473,2269,7/10/2024
3,114,2387,7/10/2024
60,471,2594,7/10/2024
14,15,3119,7/10/2024
41,249,3435,7/10/2024
76,286,3573,7/10/2024
60,471,3757,7/10/2024
75,289,4064,7/10/2024
3,93,5326,7/10/2024
42,327,171,7/14/2024
42,325,318,7/14/2024
41,253,143,7/14/2024
3,98,1082,7/14/2024
25,275,1690,7/14/2024
16,159,1970,7/14/2024
16,159,2902,7/14/2024
60,471,3053,7/14/2024
3,94,3207,7/14/2024
9,553,3235,7/14/2024
75,289,5253,7/14/2024
9,91,5871,7/14/2024
41,482,6476,7/14/2024
42,325,33,7/15/2024
42,325,58,7/15/2024
11,329,128,7/15/2024
41,253,430,7/15/2024
3,94,857,7/15/2024
41,249,884,7/15/2024
16,159,2128,7/15/2024
75,291,2520,7/15/2024
25,275,2728,7/15/2024
9,90,2881,7/15/2024
16,159,2904,7/15/2024
60,473,3217,7/15/2024
20,311,3270,7/15/2024
3,98,3309,7/15/2024
75,289,3644,7/15/2024
42,325,33,7/15/2024
42,328,119,7/16/2024
42,325,1065,7/16/2024
25,273,481,7/16/2024
41,253,491,7/16/2024
3,94,860,7/16/2024
41,482,923,7/16/2024
3,89,942,7/16/2024
9,92,956,7/16/2024
20,311,1023,7/16/2024
3,95,1029,7/16/2024
60,475,2241,7/16/2024
41,482,2788,7/16/2024
16,159,3200,7/16/2024
9,110,4161,7/16/2024
75,291,4258,7/16/2024
3,98,5054,7/16/2024
42,326,8,7/16/2024
42,325,52,7/17/2024
42,325,133,7/17/2024
42,327,530,7/17/2024
11,146,410,7/17/2024
25,273,550,7/17/2024
41,257,665,7/17/2024
3,104,967,7/17/2024
41,249,1580,7/17/2024
75,291,1852,7/17/2024
16,159,2103,7/17/2024
76,283,2194,7/17/2024
41,482,2786,7/17/2024
9,91,3782,7/17/2024
60,474,5883,7/17/2024
9,110,6397,7/17/2024
11,329,45,7/21/2024
42,324,124,7/21/2024
76,286,1406,7/21/2024
25,275,1454,7/21/2024
21,225,1510,7/21/2024
3,101,2626,7/21/2024
4,29,2832,7/21/2024
4,35,3191,7/21/2024
60,475,3261,7/21/2024
9,553,3397,7/21/2024
9,90,5250,7/21/2024
3,95,5772,7/21/2024
42,323,4,7/22/2024
11,329,68,7/22/2024
42,328,281,7/22/2024
25,275,480,7/22/2024
9,91,943,7/22/2024
3,93,1283,7/22/2024
9,109,1845,7/22/2024
60,473,1947,7/22/2024
4,35,2265,7/22/2024
76,286,2564,7/22/2024
25,273,2934,7/22/2024
41,242,2968,7/22/2024
3,95,3526,7/22/2024
4,29,6395,7/22/2024
11,329,74,7/23/2024
42,325,336,7/23/2024
42,324,4460,7/23/2024
25,273,422,7/23/2024
41,256,445,7/23/2024
21,259,693,7/23/2024
41,257,711,7/23/2024
3,89,713,7/23/2024
4,39,1270,7/23/2024
25,275,1451,7/23/2024
25,273,2491,7/23/2024
76,286,2647,7/23/2024
3,89,2695,7/23/2024
9,118,3387,7/23/2024
9,109,5325,7/23/2024
26,305,5745,7/23/2024
42,328,11,7/23/2024
11,329,36,7/24/2024
42,328,1147,7/24/2024
42,326,2587,7/24/2024
3,89,110,7/24/2024
25,275,334,7/24/2024
4,38,634,7/24/2024
3,101,1205,7/24/2024
3,101,1225,7/24/2024
60,474,2865,7/24/2024
25,273,3255,7/24/2024
3,104,3415,7/24/2024
3,93,3877,7/24/2024
4,38,4457,7/24/2024
11,329,36,7/24/2024
42,323,100,7/28/2024
11,329,229,7/28/2024
42,325,261,7/28/2024
42,327,348,7/28/2024
41,254,694,7/28/2024
3,98,928,7/28/2024
9,92,1068,7/28/2024
3,114,1203,7/28/2024
20,258,1505,7/28/2024
75,315,1726,7/28/2024
9,108,1916,7/28/2024
60,475,2006,7/28/2024
60,473,3754,7/28/2024
75,312,3770,7/28/2024
42,328,57,7/29/2024
42,325,296,7/29/2024
20,258,545,7/29/2024
3,112,925,7/29/2024
3,95,959,7/29/2024
9,118,1874,7/29/2024
75,315,2807,7/29/2024
9,107,3348,7/29/2024
41,254,3363,7/29/2024
9,110,5912,7/29/2024
42,326,5,7/30/2024
42,328,71,7/30/2024
42,328,157,7/30/2024
20,311,154,7/30/2024
41,254,333,7/30/2024
20,311,1763,7/30/2024
9,107,2176,7/30/2024
9,115,2459,7/30/2024
9,116,3347,7/30/2024
9,118,3349,7/30/2024
9,92,5455,7/30/2024
76,283,5753,7/30/2024
76,286,6952,7/30/2024
42,327,83,7/31/2024
42,327,339,7/31/2024
42,324,3230,7/31/2024
42,327,3331,7/31/2024
41,254,299,7/31/2024
41,257,689,7/31/2024
41,257,719,7/31/2024
20,258,739,7/31/2024
14,14,1224,7/31/2024
20,311,1302,7/31/2024
75,315,1335,7/31/2024
76,283,5936,7/31/2024
42,327,102,8/4/2024
42,326,169,8/4/2024
42,323,5260,8/4/2024
42,324,5706,8/4/2024
41,256,709,8/4/2024
14,8,938,8/4/2024
14,8,1101,8/4/2024
54,388,1280,8/4/2024
75,312,1292,8/4/2024
54,391,1434,8/4/2024
9,110,1680,8/4/2024
26,296,2256,8/4/2024
16,159,2336,8/4/2024
54,379,4288,8/4/2024
46,375,5003,8/4/2024
9,90,5214,8/4/2024
60,472,5272,8/4/2024
42,326,7,8/4/2024
3,94,613,8/5/2024
9,116,718,8/5/2024
14,7,734,8/5/2024
14,7,1063,8/5/2024
12,149,1226,8/5/2024
26,296,1287,8/5/2024
75,312,1309,8/5/2024
54,379,1659,8/5/2024
16,159,2227,8/5/2024
60,471,2596,8/5/2024
54,378,5051,8/5/2024
9,110,5854,8/5/2024
4,33,7181,8/5/2024
3,94,563,8/6/2024
14,8,700,8/6/2024
9,116,725,8/6/2024
75,315,1344,8/6/2024
46,368,1549,8/6/2024
60,475,2101,8/6/2024
16,159,2122,8/6/2024
9,110,2814,8/6/2024
60,475,3380,8/6/2024
12,149,3495,8/6/2024
26,305,4274,8/6/2024
54,379,5370,8/6/2024
54,388,5458,8/6/2024
4,35,5487,8/6/2024
3,94,582,8/7/2024
12,152,671,8/7/2024
14,7,740,8/7/2024
54,389,842,8/7/2024
9,116,859,8/7/2024
4,39,1382,8/7/2024
75,288,1687,8/7/2024
9,109,2151,8/7/2024
60,474,2539,8/7/2024
9,92,3538,8/7/2024
60,474,4394,8/7/2024
26,301,4459,8/7/2024
54,378,4599,8/7/2024
3,104,5266,8/7/2024
46,368,5429,8/7/2024
4,37,5705,8/7/2024
12,123,1159,8/11/2024
12,121,1467,8/11/2024
12,119,1469,8/11/2024
26,301,1197,8/11/2024
12,123,3234,8/11/2024
12,119,3659,8/11/2024
12,124,3852,8/11/2024
12,119,4226,8/11/2024
12,122,4635,8/11/2024
26,304,1131,8/11/2024
26,306,1821,8/11/2024
4,310,1155,8/11/2024
26,304,4224,8/11/2024
46,375,869,8/11/2024
14,8,930,8/11/2024
54,378,980,8/11/2024
9,115,1004,8/11/2024
26,309,1010,8/11/2024
9,109,1349,8/11/2024
3,98,1444,8/11/2024
76,286,1825,8/11/2024
26,306,2005,8/11/2024
16,159,2341,8/11/2024
26,308,2472,8/11/2024
12,149,4435,8/11/2024
12,124,742,8/12/2024
26,309,1255,8/12/2024
14,7,723,8/12/2024
54,389,1019,8/12/2024
12,152,1376,8/12/2024
26,301,1502,8/12/2024
26,301,1527,8/12/2024
75,291,1833,8/12/2024
3,95,2843,8/12/2024
54,378,3177,8/12/2024
12,124,3289,8/12/2024
9,115,3370,8/12/2024
54,391,4335,8/12/2024
9,108,5882,8/12/2024
