Company,Pay Period End,Tracking #,Address,City,State,Zip Code,FedEx URL,
3644,6/16/2023,399556184153,201 Hillcrest Pkwy,Chesapeake,VA,23322,https://www.fedex.com/apps/fedextrack/?tracknumbers=399556184153,
4078,6/16/2023,399556184212,6750 Kimball Avenue,Chino,CA,91708,https://www.fedex.com/apps/fedextrack/?tracknumbers=399556184212,
6265,6/16/2023,399556184392,1213 Market Place Blvd,Irving,TX,75063,https://www.fedex.com/apps/fedextrack/?tracknumbers=399556184392,
3693,6/16/2023,399556256400,Carr Estatal #153 Km 7.2,Santa Isabel,PR,00757-0000,https://www.fedex.com/apps/fedextrack/?tracknumbers=399556256400,
2067,6/16/2023,399556255285,975 Ave Hostos Ste 2100,Mayaguez,PR,00680-1252,https://www.fedex.com/apps/fedextrack/?tracknumbers=399556255285,
2346,6/16/2023,399556256741,Carr #2 Sector La Virgencita Inter,Toa Baja,PR,00949-0000,https://www.fedex.com/apps/fedextrack/?tracknumbers=399556256741,
5793,6/16/2023,399556256259,1800 Carr# 14,Ponce,PR,00780,https://www.fedex.com/apps/fedextrack/?tracknumbers=399556256259,
5802,6/16/2023,399556259177,Plaza Canovanas Hwy 3 Int New Rt 66,Canovanas,PR,00729,https://www.fedex.com/apps/fedextrack/?tracknumbers=399556259177,
2240,6/16/2023,399556258273,Rio Abajo,Humacao,PR,00791-0000,https://www.fedex.com/apps/fedextrack/?tracknumbers=399556258273,
2721,6/16/2023,399556257531,Plaza Cayey 102 8000 Ave. Jesus T.,Cayey,PR,00736,https://www.fedex.com/apps/fedextrack/?tracknumbers=399556257531,
2302,6/16/2023,399556258505,Carr. #2 Km. 56.6,Barceloneta,PR,00617,https://www.fedex.com/apps/fedextrack/?tracknumbers=399556258505,
6271,6/16/2023,399556259085,Royal Industrial Park Rd 869 K,Catano,PR,00962-0000,https://www.fedex.com/apps/fedextrack/?tracknumbers=399556259085,
6087,6/16/2023,399556258674,Road No. 869 Km. 1.5 Palmas Ward,Catano,PR,00962-0000,https://www.fedex.com/apps/fedextrack/?tracknumbers=399556258674,
6680,6/16/2023,399556258516,Plaza Del Parque 1500,Bayamon,PR,00961-0000,https://www.fedex.com/apps/fedextrack/?tracknumbers=399556258516,
4866,6/16/2023,399556256936,Marginal Becharra Ave,San Juan,PR,00920,https://www.fedex.com/apps/fedextrack/?tracknumbers=399556256936,
2072,6/16/2023,399556255013,Ave. Los Veteranos Km 134.7,Guayama,PR,00784-0000,https://www.fedex.com/apps/fedextrack/?tracknumbers=399556255013,
6270,6/16/2023,399556259111,Carr #2 Km 84.2,Hatillo,PR,00659,https://www.fedex.com/apps/fedextrack/?tracknumbers=399556259111,
6543,6/16/2023,399556258527,Plaza Escorial,Carolina,PR,00987-0000,https://www.fedex.com/apps/fedextrack/?tracknumbers=399556258527,
9072,6/16/2023,399556255296,Bo. Canovanillas Carr. 3 Km 15.2,Carolina,PR,00987-0000,https://www.fedex.com/apps/fedextrack/?tracknumbers=399556255296,
6689,6/16/2023,399556256465,Plaza Centro Ii,Caguas,PR,00725-0000,https://www.fedex.com/apps/fedextrack/?tracknumbers=399556256465,
6690,6/16/2023,399556257895,2188 Ave. Eduardo Ruberte,Ponce,PR,00731,https://www.fedex.com/apps/fedextrack/?tracknumbers=399556257895,
2026,6/16/2023,399556259306,3305 Ave.Baramaya Suite 100,Ponce,PR,00728,https://www.fedex.com/apps/fedextrack/?tracknumbers=399556259306,
2423,6/16/2023,399556256535,Bo San Anton Carr 3,Carolina,PR,00987-0000,https://www.fedex.com/apps/fedextrack/?tracknumbers=399556256535,
3716,6/16/2023,399556258950,Plaza Monte Real,Manati,PR,00674-0000,https://www.fedex.com/apps/fedextrack/?tracknumbers=399556258950,
1822,6/16/2023,399556257211,150 Carr 940 Ste 180,Fajardo,PR,00738-3653,https://www.fedex.com/apps/fedextrack/?tracknumbers=399556257211,
7483,6/16/2023,399556258067,Cabo Caribe IndUStrial Park,Vega Baja,PR,00693-0000,https://www.fedex.com/apps/fedextrack/?tracknumbers=399556258067,
2501,6/16/2023,399556257494,501 Ave West Main,Bayamon,PR,00961-3867,https://www.fedex.com/apps/fedextrack/?tracknumbers=399556257494,
1854,6/16/2023,399556255745,Plaza Del Mar Shopping Center,Hatillo,PR,00659,https://www.fedex.com/apps/fedextrack/?tracknumbers=399556255745,
5803,6/16/2023,399556258056,Carr #2 Ave. R.H.Todd Esq,San Juan,PR,00907-0000,https://www.fedex.com/apps/fedextrack/?tracknumbers=399556258056,
9368,6/16/2023,399556258847,Bo. Canovanillas Carr. 3 Km 15.2,Carolina,PR,00987-0000,https://www.fedex.com/apps/fedextrack/?tracknumbers=399556258847,
