Market ID,Region,Store ID,First Assigned Carrier,Fulfillment Type,Weeks With Status, Status, Trend,Directional Focus,Week Updated,OTD* %,OTP* %,Dwell Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
81,7,781,SPARK,Scheduled Standard Delivery,43,Executive Review,Degrading,Driver Supply Focus,202405,88.50%,98.80%,7.7,87.70%,84.50%,88.10%,94.20%
347,44,63,SPARK,Scheduled Standard Delivery,8,At Risk,Degrading,Driver Supply Focus,202405,91.10%,99.40%,7.1,88.10%,91.60%,88.40%,96.00%
410,44,111,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Recovering,Driver Supply Focus,202405,88.30%,94.10%,8.3,90.00%,93.70%,82.80%,86.80%
409,44,794,SPARK,Scheduled Standard Delivery,20,Executive Review,Recovering,Driver Supply Focus,202405,93.10%,94.30%,9.5,92.80%,95.80%,94.40%,89.40%
130,13,532,UBER,Scheduled Standard Delivery,15,Executive Review,Degrading,Driver Supply Focus,202405,90.70%,98.90%,9.6,87.30%,91.60%,89.30%,94.90%
125,13,3167,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202405,85.60%,94.60%,9.1,88.40%,88.50%,75.80%,89.50%
86,7,3106,SPARK,Scheduled Standard Delivery,15,Executive Review,Recovering,Driver Supply Focus,202405,93.70%,93.30%,9,97.60%,96.90%,91.80%,87.70%
86,7,5145,UBER,Scheduled Standard Delivery,14,Executive Review,Recovering,Driver Supply Focus,202405,89.20%,98.90%,7.1,92.90%,95.20%,93.00%,77.60%
61,6,482,SPARK,Scheduled Standard Delivery,21,Executive Review,Recovering,Driver Supply Focus,202405,86.40%,100.00%,4.7,90.70%,86.20%,90.30%,75.90%
85,6,293,SPARK,Scheduled Standard Delivery,32,Executive Review,Recovering,Driver Supply Focus,202405,90.40%,97.60%,3.4,90.00%,83.30%,91.30%,95.50%
85,6,567,SPARK,Scheduled Standard Delivery,33,Executive Review,Degrading,Driver Supply Focus,202405,60.50%,100.00%,3.9,44.40%,70.00%,54.50%,69.20%
371,46,2515,UBER,Scheduled Standard Delivery,3,Active Monitoring,Recovering,Driver Supply Focus,202405,90.30%,94.70%,9.6,94.20%,89.70%,90.00%,88.40%
494,59,4053,SPARK,Scheduled Standard Delivery,6,At Risk,Recovering,Driver Supply Focus,202405,88.70%,95.10%,9,92.80%,84.40%,88.40%,89.50%
260,41,493,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Driver Supply Focus,202405,84.30%,96.10%,8.6,84.00%,82.00%,87.30%,83.70%
260,41,2783,UBER,Scheduled Standard Delivery,28,Executive Review,Degrading,Driver Supply Focus,202405,91.70%,96.10%,9.3,87.50%,100.00%,91.90%,87.70%
242,41,4450,UBER,Scheduled Standard Delivery,13,Executive Review,Degrading,Driver Supply Focus,202405,90.80%,95.50%,8.9,87.10%,93.30%,87.90%,95.00%
203,19,1423,SPARK,Scheduled Standard Delivery,10,Executive Review,Degrading,Driver Supply Focus,202405,91.30%,95.80%,7.6,89.20%,98.20%,91.10%,87.10%
204,19,1432,SPARK,Scheduled Standard Delivery,40,Executive Review,Recovering,Driver Supply Focus,202405,89.80%,94.70%,9.4,90.30%,88.30%,90.10%,90.80%
205,19,2354,SPARK,Scheduled Standard Delivery,27,Executive Review,Recovering,Driver Supply Focus,202405,91.40%,95.60%,8.2,93.80%,90.40%,93.30%,88.20%
205,19,3632,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202405,87.30%,100.00%,6.2,87.50%,88.00%,87.50%,86.10%
206,19,2873,SPARK,Scheduled Standard Delivery,12,Executive Review,Recovering,Driver Supply Focus,202405,92.30%,96.00%,9.9,94.10%,95.20%,91.70%,88.30%
200,19,1791,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Recovering,Driver Supply Focus,202405,87.70%,93.90%,6.2,98.30%,97.30%,87.30%,64.30%
201,19,5065,SPARK,Scheduled Standard Delivery,26,Executive Review,Recovering,Driver Supply Focus,202405,90.70%,93.00%,6.5,90.10%,88.70%,93.30%,90.70%
279,25,957,SPARK,Scheduled Standard Delivery,32,Executive Review,Recovering,Driver Supply Focus,202405,88.80%,99.40%,5.9,97.60%,88.10%,89.50%,79.50%
266,25,3601,UBER,Scheduled Standard Delivery,13,Executive Review,Recovering,Driver Supply Focus,202405,90.70%,99.60%,9.9,91.20%,92.00%,92.20%,87.60%
267,25,5402,SPARK,Scheduled Standard Delivery,49,Executive Review,Recovering,Driver Supply Focus,202405,91.80%,91.90%,9.7,92.50%,95.40%,90.50%,88.90%
267,25,5617,SPARK,Scheduled Standard Delivery,49,Executive Review,Recovering,Driver Supply Focus,202405,89.50%,95.10%,9.5,92.50%,86.40%,91.80%,87.20%
227,20,5040,SPARK,Scheduled Standard Delivery,49,Executive Review,Recovering,Driver Supply Focus,202405,90.10%,98.50%,5.5,90.90%,88.00%,86.70%,94.40%
229,20,2008,SPARK,Scheduled Standard Delivery,6,At Risk,Recovering,Driver Supply Focus,202405,89.20%,100.00%,6,94.80%,86.50%,93.20%,82.10%
229,20,2540,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202405,82.00%,99.20%,7.5,86.90%,80.40%,81.40%,79.40%
209,20,5387,SPARK,Scheduled Standard Delivery,49,Executive Review,Recovering,Driver Supply Focus,202405,91.90%,94.40%,8.2,95.40%,84.40%,95.40%,92.60%
209,20,5387,UBER,Scheduled Standard Delivery,30,Executive Review,Recovering,Driver Supply Focus,202405,93.80%,94.40%,7.7,98.10%,86.00%,91.30%,100.00%
214,20,4285,SPARK,Scheduled Standard Delivery,32,Executive Review,Recovering,Driver Supply Focus,202405,91.80%,99.20%,9.3,91.70%,90.90%,95.20%,89.70%
215,20,3722,SPARK,Scheduled Standard Delivery,8,At Risk,Recovering,Driver Supply Focus,202405,92.00%,100.00%,9.6,91.50%,88.10%,96.30%,91.80%
216,20,2199,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Driver Supply Focus,202405,86.90%,96.80%,9.3,89.70%,89.00%,88.00%,80.90%
258,20,1247,SPARK,Scheduled Standard Delivery,13,Executive Review,Degrading,Driver Supply Focus,202405,86.60%,98.40%,7.8,78.80%,86.80%,89.50%,91.20%
316,20,2610,SPARK,Scheduled Standard Delivery,5,Active Monitoring,Recovering,Driver Supply Focus,202405,90.70%,98.90%,7.9,92.00%,91.20%,91.30%,88.30%
316,20,2792,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202405,84.30%,99.70%,5.3,81.00%,84.00%,83.70%,88.30%
317,20,1477,SPARK,Scheduled Standard Delivery,9,At Risk,Recovering,Driver Supply Focus,202405,95.00%,100.00%,7.3,95.70%,100.00%,95.70%,89.80%
317,20,2036,UBER,Scheduled Standard Delivery,6,Active Monitoring,Recovering,Driver Supply Focus,202405,92.60%,99.70%,8.9,90.20%,88.60%,97.80%,92.70%
317,20,4278,UBER,Scheduled Standard Delivery,16,Executive Review,Degrading,Driver Supply Focus,202405,88.10%,100.00%,5.5,84.30%,91.80%,89.40%,87.30%
362,40,2955,SPARK,Scheduled Standard Delivery,49,Executive Review,Degrading,Driver Supply Focus,202405,84.40%,89.90%,7.9,80.10%,84.30%,86.60%,87.50%
362,40,2955,UBER,Scheduled Standard Delivery,25,Executive Review,Degrading,Driver Supply Focus,202405,75.20%,89.40%,9.4,64.10%,81.30%,83.00%,79.40%
485,59,6172,SPARK,Scheduled Standard Delivery,11,Executive Review,Recovering,Driver Supply Focus,202405,91.30%,92.60%,9.7,95.60%,96.00%,90.20%,83.20%
336,40,44,SPARK,Scheduled Standard Delivery,32,Executive Review,Recovering,Driver Supply Focus,202405,89.40%,98.90%,4.4,100.00%,88.00%,89.70%,80.00%
272,40,436,SPARK,Scheduled Standard Delivery,3,Active Monitoring,Degrading,Driver Supply Focus,202405,77.20%,100.00%,5.7,84.40%,71.40%,87.00%,66.70%
341,40,328,SPARK,Scheduled Standard Delivery,31,Executive Review,Recovering,Driver Supply Focus,202405,92.20%,98.50%,8.5,96.90%,86.70%,87.80%,96.30%
485,59,5427,SPARK,Scheduled Standard Delivery,11,At Risk,Recovering,Driver Supply Focus,202405,92.60%,89.70%,8.3,96.60%,91.30%,96.40%,86.40%
259,21,591,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202405,83.50%,97.70%,9.5,81.90%,75.60%,87.90%,88.70%
247,21,1667,SPARK,Scheduled Standard Delivery,4,At Risk,Degrading,Driver Supply Focus,202405,85.00%,93.10%,7.2,84.80%,76.30%,89.00%,88.90%
435,53,5669,UBER,Scheduled Standard Delivery,6,At Risk,Degrading,Driver Supply Focus,202405,93.80%,97.00%,9.3,88.90%,97.30%,98.70%,89.60%
442,53,1515,SPARK,Scheduled Standard Delivery,23,Executive Review,Recovering,Driver Supply Focus,202405,91.40%,97.50%,8.5,95.00%,88.60%,91.40%,90.40%
16,14,3461,UBER,Scheduled Standard Delivery,15,Executive Review,Degrading,Driver Supply Focus,202405,89.10%,93.40%,9.1,88.00%,93.20%,86.60%,88.30%
28,3,686,SPARK,Scheduled Standard Delivery,9,Executive Review,Degrading,Driver Supply Focus,202405,85.50%,96.20%,9.5,80.70%,85.90%,85.00%,90.30%
28,3,2630,SPARK,Scheduled Standard Delivery,8,Active Monitoring,Recovering,Driver Supply Focus,202405,91.30%,92.50%,8.9,92.20%,92.20%,85.60%,95.70%
28,3,5392,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202405,87.40%,99.40%,8.2,81.10%,89.50%,89.00%,89.60%
93,3,3877,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202405,88.90%,95.80%,8.7,89.70%,89.90%,87.00%,89.20%
546,59,2801,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202405,82.40%,88.90%,9.4,84.60%,42.50%,89.50%,86.10%
124,12,2496,SPARK,Scheduled Standard Delivery,33,Executive Review,Recovering,Driver Supply Focus,202405,91.40%,93.60%,9.6,93.90%,85.10%,90.70%,96.20%
124,12,2749,SPARK,Scheduled Standard Delivery,8,At Risk,Degrading,Driver Supply Focus,202405,92.00%,96.90%,6.1,85.00%,92.00%,95.20%,95.10%
124,12,3289,SPARK,Scheduled Standard Delivery,9,Executive Review,Recovering,Driver Supply Focus,202405,84.40%,97.60%,6.4,90.30%,82.90%,79.80%,83.60%
145,11,93,SPARK,Scheduled Standard Delivery,8,At Risk,Degrading,Driver Supply Focus,202405,85.00%,99.00%,9.9,83.40%,91.80%,74.50%,90.40%
146,11,120,UBER,Scheduled Standard Delivery,8,At Risk,Degrading,Driver Supply Focus,202405,90.10%,98.90%,9.9,88.60%,90.50%,94.20%,86.40%
151,12,3017,UBER,Scheduled Standard Delivery,7,Active Monitoring,Recovering,Driver Supply Focus,202405,93.20%,89.00%,9.7,94.60%,91.00%,97.10%,89.70%
153,12,3717,SPARK,Scheduled Standard Delivery,18,Executive Review,Degrading,Driver Supply Focus,202405,88.80%,93.70%,8.5,89.80%,91.30%,89.80%,84.30%
140,11,903,SPARK,Scheduled Standard Delivery,1,Active Monitoring,Degrading,Driver Supply Focus,202405,88.00%,93.80%,8.7,88.70%,88.80%,85.90%,88.80%
140,11,365,UBER,Scheduled Standard Delivery,5,Active Monitoring,Recovering,Driver Supply Focus,202405,92.00%,99.60%,7.9,92.10%,91.70%,89.20%,95.30%
21,2,1363,SPARK,Scheduled Standard Delivery,2,Active Monitoring,Recovering,Driver Supply Focus,202405,88.40%,99.30%,7.3,91.80%,82.50%,89.90%,89.40%
21,2,3627,SPARK,Scheduled Standard Delivery,12,At Risk,Recovering,Driver Supply Focus,202405,92.00%,97.50%,8.6,93.30%,89.80%,90.80%,93.90%
21,2,3627,UBER,Scheduled Standard Delivery,12,Executive Review,Recovering,Driver Supply Focus,202405,90.40%,97.80%,8.4,93.00%,85.40%,88.40%,94.10%
18,2,3874,UBER,Scheduled Standard Delivery,48,Executive Review,Recovering,Driver Supply Focus,202405,90.50%,90.10%,6.5,90.10%,96.80%,85.00%,90.40%
23,2,2360,UBER,Scheduled Standard Delivery,48,Executive Review,Recovering,Driver Supply Focus,202405,91.70%,98.40%,9.7,91.20%,92.10%,88.40%,95.20%
554,59,3072,SPARK,Scheduled Standard Delivery,13,Executive Review,Recovering,Driver Supply Focus,202405,90.70%,95.70%,8.9,92.60%,91.00%,87.70%,92.00%
32,2,907,SPARK,Scheduled Standard Delivery,22,Executive Review,Recovering,Driver Supply Focus,202405,92.20%,97.00%,9.9,91.80%,87.80%,97.30%,92.30%
326,42,169,SPARK,Scheduled Standard Delivery,4,Active Monitoring,Recovering,Driver Supply Focus,202405,92.00%,91.40%,7.7,95.10%,92.00%,91.70%,89.30%
322,42,373,SPARK,Scheduled Standard Delivery,6,At Risk,Degrading,Driver Supply Focus,202405,90.20%,97.90%,7.3,88.50%,100.00%,83.90%,87.30%
553,9,1511,UBER,Scheduled Standard Delivery,14,Executive Review,Recovering,Driver Supply Focus,202405,85.20%,99.60%,9.8,90.20%,76.50%,87.90%,86.90%
467,60,3531,SPARK,Scheduled Standard Delivery,10,At Risk,Recovering,Driver Supply Focus,202405,94.60%,94.30%,9.5,97.90%,98.50%,97.10%,84.40%
469,60,2722,UBER,Scheduled Standard Delivery,21,Executive Review,Degrading,Driver Supply Focus,202405,90.60%,98.30%,9,89.00%,93.60%,88.90%,91.60%
476,60,1876,SPARK,Scheduled Standard Delivery,32,Executive Review,Degrading,Driver Supply Focus,202405,89.40%,95.00%,4.7,89.70%,84.00%,94.90%,90.00%
474,60,2485,SPARK,Scheduled Standard Delivery,10,Active Monitoring,Recovering,Driver Supply Focus,202405,93.30%,96.40%,6.6,90.50%,100.00%,89.40%,94.80%
474,60,4394,SPARK,Scheduled Standard Delivery,11,At Risk,Recovering,Driver Supply Focus,202405,91.70%,98.60%,8,91.40%,94.90%,87.40%,93.30%
474,60,4394,UBER,Scheduled Standard Delivery,15,Executive Review,Recovering,Driver Supply Focus,202405,90.70%,98.80%,8.6,93.70%,91.90%,86.00%,91.40%
