Company,Pay Period End,Tracking #,Address,City,State,Zip Code,FedEx URL
846,8/8/2025,391773304516,1915 W. State Hwy. 71,La Grange,TX,78945,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773304516
65,8/8/2025,391773303715,350 Park Ridge Rd,Sullivan,MO,63080,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773303715
909,8/8/2025,391773304229,8101 W Judge Perez Dr,Chalmette,LA,70043,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773304229
524,8/8/2025,391773306162,200 Business Park Blvd,Kenedy,TX,78119,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773306162
717,8/8/2025,391773304218,6364 Lake Worth Blvd,Lake Worth,TX,76135,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773304218
1361,8/8/2025,391773303748,3400 Singing Hills Blvd,Sioux City,IA,51106,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773303748
195,8/8/2025,391773304549,2203 Patsy Ln,Excelsior Springs,MO,64024,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773304549
1487,8/8/2025,391773304413,5780 Franklin St,Michigan City,IN,46360,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773304413
457,8/8/2025,391773305637,1360 North Main,Vidor,TX,77662,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773305637
1038,8/8/2025,391773305258,2103 State St N,Waseca,MN,56093,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773305258
1674,8/8/2025,391773304880,17850 Garland Groh Blvd,Hagerstown,MD,21740,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773304880
262,8/8/2025,391773305730,919 Giacone Dr,Benton,IL,62812,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773305730
1738,8/8/2025,391773304766,1300 Highway 15 S,Hutchinson,MN,55350,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773304766
1298,8/8/2025,391773304398,2025 N Marine Blvd,Jacksonville,NC,28546,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773304398
1424,8/8/2025,391773303737,671 Southpark Blvd,Colonial Heights,VA,23834,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773303737
1612,8/8/2025,391773306026,1650 W Valencia Rd,Tucson,AZ,85746,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773306026
393,8/8/2025,391773305475,2171 S Highland Ave,Jackson,TN,38301,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773305475
328,8/8/2025,391773304045,961 N Market St,Waterloo,IL,62298,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773304045
588,8/8/2025,391773304917,2825 Ledo Rd,Albany,GA,31707,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773304917
1167,8/8/2025,391773305865,3500 Brumback Blvd,Kenosha,WI,53144,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773305865
782,8/8/2025,391773304343,3100 E Main St,Uvalde,TX,78801,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773304343
128,8/8/2025,391773304240,1911 W Parker Rd,Jonesboro,AR,72404,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773304240
1230,8/8/2025,391773310897,5401 S White Mountain Rd,Show Low,AZ,85901,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773310897
1549,8/8/2025,391773305155,2020 N 75Th Ave,Phoenix,AZ,85035,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773305155
652,8/8/2025,391773305464,3101 E Kansas Ave,Garden City,KS,67846,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773305464
1800,8/8/2025,391773305751,1801 Marketplace Dr,Garland,TX,75041,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773305751
1,8/8/2025,391773304983,2110 W Walnut St,Rogers,AR,72756,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773304983
2125,8/8/2025,391773306725,7455 W Colfax Ave,Lakewood,CO,80214,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773306725
974,8/8/2025,391773304652,845 Palm Bay Rd Ne,West Melbourne,FL,32904,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773304652
2512,8/8/2025,391773305383,1825 W Bell Rd,Phoenix,AZ,85023,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773305383
2197,8/8/2025,391773306092,2016 Millennium Blvd,Cortland,OH,44410,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773306092
2437,8/8/2025,391773304446,700 James Madison Hwy,Warrenton,VA,20186,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773304446
2582,8/8/2025,391773304696,Route 513 And I-78,Clinton,NJ,08809,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773304696
2271,8/8/2025,391773310809,1244 East Green Bay,Shawano,WI,54166,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773310809
2348,8/8/2025,391773303840,1231 Folly Rd,Charleston,SC,29412,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773303840
1866,8/8/2025,391773310349,615 Wilton Rd,Farmington,ME,04938,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773310349
2059,8/8/2025,391773305659,2200 Greengate Centre Cir,Greensburg,PA,15601,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773305659
1991,8/8/2025,391773306151,3313 W State Rd 45,Bloomington,IN,47403,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773306151
1928,8/8/2025,391773305773,4313 Corunna Rd,Flint,MI,48532,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773305773
1103,8/8/2025,391773306048,3450 Fm 1960 Rd W,Houston,TX,77068,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773306048
66,8/8/2025,391773311654,230 Market St.,Clarksville,AR,72830,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773311654
718,8/8/2025,391773307695,2120 Us Highway 92 W,Auburndale,FL,33823,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773307695
1299,8/8/2025,391773308706,2003 E Rodeo Dr,Cottonwood,AZ,86326,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773308706
1425,8/8/2025,391773307662,402 W Plaza Dr,Columbia City,IN,46725,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773307662
1739,8/8/2025,391773307905,30 Trinity Point Dr,Washington,PA,15301,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773307905
1362,8/8/2025,391773310213,15017 Emerald Coast Pkwy,Destin,FL,32541,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773310213
1488,8/8/2025,391773309518,7001 Concourse Pkwy,Douglasville,GA,30134,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773309518
910,8/8/2025,391773308279,201 S Edwards Blvd,Lake Geneva,WI,53147,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773308279
129,8/8/2025,391773312812,1715 N Commerce St,Ardmore,OK,73401,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773312812
1675,8/8/2025,391773313212,2136 Campbellsville Rd,Lebanon,KY,40033,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773313212
847,8/8/2025,391773309632,601 E Leffler St,Dodgeville,WI,53533,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773309632
2583,8/8/2025,391773311735,1123 Jerusalem Ave,Uniondale,NY,11553,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773311735
2,8/8/2025,391773317321,161 N Walmart Dr,Harrison,AR,72601,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773317321
2438,8/8/2025,391773313418,217 Garrisonville Rd,Stafford,VA,22554,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773313418
1613,8/8/2025,391773309426,2628 S Main St,High Point,NC,27263,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773309426
458,8/8/2025,391773314355,2501 W Wheeler Ave,Aransas Pass,TX,78336,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773314355
1039,8/8/2025,391773309047,2241 Rockford St,Mount Airy,NC,27030,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773309047
783,8/8/2025,391773311816,705 E Briggs Dr,Macon,MO,63552,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773311816
2061,8/8/2025,391773314712,412 Oaks Xing,Plainwell,MI,49080,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773314712
653,8/8/2025,391773312180,300 Clinic Dr,Hopkinsville,KY,42240,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773312180
1550,8/8/2025,391773316943,900 N Main St,Gunnison,CO,81230,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773316943
264,8/8/2025,391773314642,175 Beasley Dr,Dickson,TN,37055,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773314642
2513,8/8/2025,391773312503,270 Walmart Way,Dahlonega,GA,30533,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773312503
589,8/8/2025,391773309665,11901 Standiford Plaza Dr,Louisville,KY,40229,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773309665
196,8/8/2025,391773314057,1450 E Main St,Carbondale,IL,62901,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773314057
394,8/8/2025,391773319107,15445 Al Highway 24,Moulton,AL,35650,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773319107
1801,8/8/2025,391773312422,4801 S Cooper St,Arlington,TX,76017,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773312422
1104,8/8/2025,391773315785,2461 E Gulf To Lake Hwy,Inverness,FL,34453,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773315785
1992,8/8/2025,391773310820,1540 W Foothill Blvd,Upland,CA,91786,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773310820
2350,8/8/2025,391773312514,485 Airport Hwy,Wauseon,OH,43567,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773312514
975,8/8/2025,391773315800,3712 W Main St,Durant,OK,74701,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773315800
329,8/8/2025,391773311069,5560 Mcclellan Blvd,Anniston,AL,36206,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773311069
1168,8/8/2025,391773313017,1001 Highway 98 Byp,Columbia,MS,39429,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773313017
2126,8/8/2025,391773317880,95-550 Lanikuhana Ave,Mililani,HI,96789,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773317880
1929,8/8/2025,391773311573,1308 Highway 33 S,Cloquet,MN,55720,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773311573
2198,8/8/2025,391773311253,700 American Blvd E,Bloomington,MN,55420,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773311253
525,8/8/2025,391773313885,825 Casa Verde Blvd,Lake Mary,FL,32746,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773313885
1426,8/8/2025,391773313326,351 River Hill Dr,Ashland,KY,41101,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773313326
911,8/8/2025,391773315638,4810 Lapalco Blvd,Marrero,LA,70072,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773315638
719,8/8/2025,391773317928,820 Eastern Byp,Richmond,KY,40475,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773317928
1300,8/8/2025,391773315329,3105 Dr M L King Jr Blvd,New Bern,NC,28562,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773315329
1740,8/8/2025,391773314366,2545 Il Route 26 S,Freeport,IL,61032,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773314366
1489,8/8/2025,391773313646,555 E Townline Rd,Vernon Hills,IL,60061,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773313646
2272,8/8/2025,391773313370,2775 Dorchester Sq,Cambridge,MD,21613,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773313370
1363,8/8/2025,391773315719,1681 Eatonton Rd,Madison,GA,30650,https://www.fedex.com/apps/fedextrack/?tracknumbers=391773315719
